,DATE,TEMP,PRCP,SNOW,WIND,CRIMES,ARRESTS
368,2018-01-04,7.0,0.0,0.0,12.3,601,111
369,2018-01-05,5.0,0.0,0.0,10.74,663,107
370,2018-01-06,5.0,0.0,0.0,6.49,585,114
371,2018-01-07,17.0,0.03,0.0,14.99,533,96
372,2018-01-08,34.0,0.0,0.0,11.86,618,144
373,2018-01-09,31.0,0.0,0.0,6.04,652,156
374,2018-01-10,37.0,0.01,0.0,15.88,717,164
375,2018-01-11,56.0,0.36,0.0,16.33,700,135
376,2018-01-12,23.0,0.0,0.0,19.91,706,134
377,2018-01-13,13.0,0.0,0.0,9.84,617,122
378,2018-01-14,12.0,0.08,0.8,9.4,564,121
379,2018-01-15,19.0,0.14,2.3,10.96,529,110
380,2018-01-16,15.0,0.01,0.6,11.86,614,120
381,2018-01-17,13.0,0.0,0.0,12.3,648,133
382,2018-01-18,21.0,0.0,0.0,14.99,626,131
383,2018-01-19,32.0,0.0,0.0,16.78,708,172
384,2018-01-20,39.0,0.0,0.0,8.28,729,173
385,2018-01-21,40.0,0.0,0.0,3.8,717,156
386,2018-01-22,47.0,0.81,0.0,12.53,724,146
387,2018-01-23,35.0,0.07,0.5,12.75,718,145
388,2018-01-24,29.0,0.02,0.3,6.49,613,138
389,2018-01-25,31.0,0.0,0.0,9.62,641,112
390,2018-01-26,41.0,0.0,0.0,18.57,762,170
391,2018-01-27,47.0,0.0,0.0,12.3,754,181
392,2018-01-28,35.0,0.01,0.0,8.72,671,146
393,2018-01-29,27.0,0.0,0.0,12.08,652,126
394,2018-01-30,21.0,0.0,0.0,10.51,635,134
395,2018-01-31,35.0,0.0,0.0,13.87,708,146
396,2018-02-01,28.0,0.0,0.0,15.43,729,122
397,2018-02-02,11.0,0.0,0.0,10.29,672,145
398,2018-02-03,26.0,0.03,0.8,13.2,627,156
399,2018-02-04,26.0,0.08,1.1,13.42,512,108
400,2018-02-05,6.0,0.22,2.2,6.93,540,102
401,2018-02-06,12.0,0.02,0.2,5.37,588,149
402,2018-02-07,17.0,0.11,1.7,9.4,542,130
403,2018-02-08,13.0,0.15,1.6,6.93,556,137
404,2018-02-09,24.0,0.57,6.2,10.74,505,123
405,2018-02-10,19.0,0.05,0.8,9.62,534,118
406,2018-02-11,20.0,0.39,3.7,10.07,537,134
407,2018-02-12,15.0,0.0,0.0,6.26,572,139
408,2018-02-13,20.0,0.0,0.0,6.26,642,140
409,2018-02-14,32.0,0.0,0.0,9.62,660,167
410,2018-02-15,41.0,0.0,0.0,6.26,698,179
411,2018-02-16,36.0,0.0,0.0,10.07,663,121
412,2018-02-17,25.0,0.11,2.0,8.5,603,101
413,2018-02-18,27.0,0.02,0.0,10.74,586,125
414,2018-02-19,42.0,0.52,0.0,12.08,625,128
415,2018-02-20,59.0,2.1,0.0,13.2,643,128
416,2018-02-21,32.0,0.04,0.0,10.96,639,147
417,2018-02-22,33.0,0.0,0.0,13.2,678,158
418,2018-02-23,40.0,0.06,0.0,9.4,671,169
419,2018-02-24,36.0,0.16,0.0,13.2,681,160
420,2018-02-25,40.0,0.01,0.0,17.9,655,133
421,2018-02-26,40.0,0.0,0.0,8.72,625,153
422,2018-02-27,48.0,0.0,0.0,13.87,691,159
423,2018-02-28,51.0,0.0,0.0,11.18,646,154
424,2018-03-01,39.0,0.81,0.0,14.54,820,145
425,2018-03-02,38.0,0.0,0.0,6.26,691,178
426,2018-03-03,38.0,0.0,0.0,7.83,664,157
427,2018-03-04,38.0,0.0,0.0,12.3,648,147
428,2018-03-05,37.0,0.11,0.4,17.45,664,154
429,2018-03-06,35.0,0.07,0.0,8.72,652,143
430,2018-03-07,31.0,0.0,0.0,13.65,656,155
431,2018-03-08,28.0,0.0,0.0,11.18,660,133
432,2018-03-09,30.0,0.0,0.0,6.49,743,164
433,2018-03-10,33.0,0.0,0.0,5.59,683,159
434,2018-03-11,34.0,0.0,0.0,8.28,618,144
435,2018-03-12,37.0,0.0,0.0,11.41,661,132
436,2018-03-13,32.0,0.22,2.2,10.74,638,127
437,2018-03-14,30.0,0.0,0.0,10.96,664,164
438,2018-03-15,40.0,0.0,0.0,9.17,691,136
439,2018-03-16,32.0,0.0,0.0,10.96,702,146
440,2018-03-17,37.0,0.0,0.0,10.07,777,171
441,2018-03-18,40.0,0.0,0.0,4.7,687,136
442,2018-03-19,41.0,0.0,0.0,15.21,659,128
443,2018-03-20,33.0,0.0,0.0,17.0,711,147
444,2018-03-21,33.0,0.0,0.0,10.51,688,157
445,2018-03-22,34.0,0.0,0.0,6.93,670,129
446,2018-03-23,36.0,0.0,0.0,9.17,752,168
447,2018-03-24,36.0,0.0,0.0,17.45,648,133
448,2018-03-25,34.0,0.0,0.0,14.09,676,172
449,2018-03-26,39.0,0.23,0.0,9.62,695,141
450,2018-03-27,49.0,0.15,0.0,9.4,673,140
451,2018-03-28,45.0,0.01,0.0,4.47,689,151
452,2018-03-29,45.0,0.05,0.0,8.95,629,136
453,2018-03-30,39.0,0.0,0.0,7.83,704,157
454,2018-03-31,44.0,0.09,0.0,15.88,691,151
455,2018-04-01,32.0,0.0,0.0,7.83,724,119
456,2018-04-02,32.0,0.0,0.0,6.93,674,131
457,2018-04-03,39.0,0.2,0.0,12.08,605,137
458,2018-04-04,32.0,0.01,0.2,15.21,697,143
459,2018-04-05,32.0,0.07,0.0,7.38,670,145
460,2018-04-06,35.0,0.0,0.0,14.32,695,157
461,2018-04-07,28.0,0.0,0.0,8.95,635,150
462,2018-04-08,31.0,0.01,0.0,6.93,616,127
463,2018-04-09,33.0,0.13,2.0,6.04,661,134
464,2018-04-10,36.0,0.0,0.0,8.5,712,156
465,2018-04-11,48.0,0.05,0.0,9.84,768,136
466,2018-04-12,56.0,0.03,0.0,14.09,750,138
467,2018-04-13,43.0,0.07,0.0,13.2,782,149
468,2018-04-14,39.0,0.96,0.0,21.03,689,130
469,2018-04-15,35.0,0.74,0.2,13.65,600,96
470,2018-04-16,31.0,0.01,0.3,14.99,734,114
471,2018-04-17,35.0,0.0,0.0,11.18,699,141
472,2018-04-18,35.0,0.41,0.4,11.63,627,119
473,2018-04-19,39.0,0.01,0.1,9.84,724,165
474,2018-04-20,47.0,0.0,0.0,4.92,801,181
475,2018-04-21,47.0,0.0,0.0,3.8,677,158
476,2018-04-22,50.0,0.0,0.0,10.51,698,146
477,2018-04-23,51.0,0.0,0.0,11.86,716,131
478,2018-04-24,55.0,0.0,0.0,8.5,713,144
479,2018-04-25,49.0,0.0,0.0,13.87,750,174
480,2018-04-26,48.0,0.0,0.0,3.8,733,133
481,2018-04-27,53.0,0.02,0.0,13.87,772,177
482,2018-04-28,42.0,0.0,0.0,12.3,679,128
483,2018-04-29,43.0,0.0,0.0,6.71,725,161
484,2018-04-30,56.0,0.0,0.0,12.53,790,152
485,2018-05-01,72.0,0.0,0.0,15.43,999,164
486,2018-05-02,77.0,1.32,0.0,12.3,789,174
487,2018-05-03,64.0,0.57,0.0,7.16,742,145
488,2018-05-04,65.0,0.0,0.0,14.32,813,194
489,2018-05-05,70.0,0.0,0.0,8.5,853,173
490,2018-05-06,62.0,0.0,0.0,9.84,712,142
491,2018-05-07,59.0,0.0,0.0,5.59,803,153
492,2018-05-08,69.0,0.0,0.0,6.93,803,180
493,2018-05-09,70.0,0.25,0.0,13.42,790,167
494,2018-05-10,66.0,0.0,0.0,9.17,778,157
495,2018-05-11,52.0,0.04,0.0,14.99,729,152
496,2018-05-12,46.0,0.33,0.0,12.53,698,140
497,2018-05-13,52.0,0.91,0.0,6.26,689,125
498,2018-05-14,62.0,1.54,0.0,8.28,788,135
499,2018-05-15,64.0,0.0,0.0,10.96,743,119
500,2018-05-16,62.0,0.0,0.0,5.37,759,141
501,2018-05-17,63.0,0.0,0.0,9.17,793,149
502,2018-05-18,57.0,0.1,0.0,10.96,799,167
503,2018-05-19,60.0,0.02,0.0,5.37,759,161
504,2018-05-20,51.0,0.27,0.0,13.65,761,147
505,2018-05-21,53.0,1.96,0.0,6.26,713,142
506,2018-05-22,59.0,0.0,0.0,4.7,796,157
507,2018-05-23,64.0,0.0,0.0,4.03,780,151
508,2018-05-24,71.0,0.0,0.0,5.14,818,170
509,2018-05-25,78.0,0.0,0.0,8.95,804,152
510,2018-05-26,79.0,0.0,0.0,6.93,853,182
511,2018-05-27,83.0,0.0,0.0,4.7,882,231
512,2018-05-28,83.0,0.0,0.0,7.16,888,206
513,2018-05-29,77.0,0.0,0.0,6.71,874,151
514,2018-05-30,75.0,0.9,0.0,8.05,846,174
515,2018-05-31,77.0,0.0,0.0,9.62,841,166
516,2018-06-01,71.0,0.0,0.0,13.42,1002,175
517,2018-06-02,60.0,0.31,0.0,8.72,819,168
518,2018-06-03,67.0,0.0,0.0,14.32,835,173
519,2018-06-04,67.0,0.0,0.0,10.07,790,141
520,2018-06-05,67.0,0.01,0.0,13.2,751,129
521,2018-06-06,61.0,0.1,0.0,5.82,814,152
522,2018-06-07,71.0,0.0,0.0,8.72,766,147
523,2018-06-08,64.0,0.0,0.0,8.28,774,162
524,2018-06-09,66.0,1.31,0.0,5.82,816,159
525,2018-06-10,65.0,1.34,0.0,7.83,731,123
526,2018-06-11,64.0,0.1,0.0,9.62,747,136
527,2018-06-12,69.0,0.0,0.0,3.8,793,139
528,2018-06-13,75.0,0.0,0.0,8.72,750,141
529,2018-06-14,73.0,0.0,0.0,4.47,755,170
530,2018-06-15,74.0,0.0,0.0,6.71,839,172
531,2018-06-16,81.0,0.65,0.0,9.62,824,154
532,2018-06-17,86.0,0.0,0.0,10.74,828,161
533,2018-06-18,87.0,0.36,0.0,12.75,844,153
534,2018-06-19,71.0,0.02,0.0,8.5,795,147
535,2018-06-20,69.0,0.0,0.0,8.05,888,173
536,2018-06-21,66.0,1.41,0.0,12.75,667,105
537,2018-06-22,62.0,1.23,0.0,13.87,723,156
538,2018-06-23,68.0,0.0,0.0,5.37,839,159
539,2018-06-24,73.0,0.0,0.0,8.72,868,157
540,2018-06-25,69.0,0.0,0.0,11.41,854,151
541,2018-06-26,73.0,0.76,0.0,8.95,794,130
542,2018-06-27,73.0,0.03,0.0,6.71,825,154
543,2018-06-28,76.0,0.0,0.0,4.7,822,151
544,2018-06-29,82.0,0.0,0.0,10.07,780,156
545,2018-06-30,87.0,0.0,0.0,11.18,867,194
546,2018-07-01,85.0,0.24,0.0,12.3,965,198
547,2018-07-02,77.0,0.0,0.0,5.82,860,163
548,2018-07-03,78.0,0.0,0.0,6.26,824,178
549,2018-07-04,83.0,0.01,0.0,7.61,829,173
550,2018-07-05,81.0,0.02,0.0,6.49,840,200
551,2018-07-06,74.0,0.0,0.0,13.87,890,185
552,2018-07-07,71.0,0.0,0.0,6.93,831,165
553,2018-07-08,75.0,0.0,0.0,4.25,823,190
554,2018-07-09,79.0,0.0,0.0,7.83,801,146
555,2018-07-10,82.0,0.0,0.0,10.74,809,142
556,2018-07-11,77.0,0.0,0.0,6.49,737,130
557,2018-07-12,79.0,0.0,0.0,7.38,798,139
558,2018-07-13,82.0,0.0,0.0,8.72,819,141
559,2018-07-14,78.0,0.26,0.0,4.7,788,158
560,2018-07-15,80.0,0.0,0.0,3.8,812,155
561,2018-07-16,82.0,0.08,0.0,6.04,783,148
562,2018-07-17,77.0,0.0,0.0,9.84,743,127
563,2018-07-18,72.0,0.0,0.0,7.38,839,137
564,2018-07-19,76.0,0.03,0.0,10.29,778,127
565,2018-07-20,76.0,0.15,0.0,11.63,821,133
566,2018-07-21,71.0,0.12,0.0,12.97,800,177
567,2018-07-22,71.0,0.13,0.0,14.76,795,146
568,2018-07-23,72.0,0.0,0.0,9.17,846,151
569,2018-07-24,75.0,0.0,0.0,4.92,798,143
570,2018-07-25,79.0,0.0,0.0,7.83,807,174
571,2018-07-26,77.0,0.03,0.0,10.29,800,157
572,2018-07-27,70.0,0.0,0.0,8.05,799,169
573,2018-07-28,71.0,0.0,0.0,5.59,806,170
574,2018-07-29,72.0,0.07,0.0,2.91,775,152
575,2018-07-30,72.0,0.0,0.0,6.04,782,118
576,2018-07-31,73.0,0.0,0.0,7.61,830,150
577,2018-08-01,73.0,0.0,0.0,7.61,926,167
578,2018-08-02,77.0,0.0,0.0,8.95,850,148
579,2018-08-03,77.0,0.0,0.0,4.03,891,152
580,2018-08-04,82.0,0.0,0.0,9.62,902,155
581,2018-08-05,85.0,0.0,0.0,12.53,860,150
582,2018-08-06,78.0,0.34,0.0,6.71,802,144
583,2018-08-07,75.0,2.36,0.0,4.92,782,155
584,2018-08-08,74.0,0.0,0.0,5.82,790,171
585,2018-08-09,78.0,0.43,0.0,9.62,768,134
586,2018-08-10,76.0,0.0,0.0,9.17,854,180
587,2018-08-11,77.0,0.0,0.0,4.7,856,168
588,2018-08-12,79.0,0.0,0.0,6.04,839,174
589,2018-08-13,77.0,0.0,0.0,2.91,822,153
590,2018-08-14,79.0,0.0,0.0,5.14,829,157
591,2018-08-15,80.0,0.01,0.0,5.82,795,155
592,2018-08-16,77.0,0.5,0.0,4.47,837,146
593,2018-08-17,75.0,0.11,0.0,5.59,808,153
594,2018-08-18,75.0,0.0,0.0,8.5,908,208
595,2018-08-19,76.0,0.0,0.0,6.49,791,162
596,2018-08-20,75.0,0.82,0.0,10.07,745,138
597,2018-08-21,72.0,0.13,0.0,10.51,720,139
598,2018-08-22,69.0,0.0,0.0,8.72,849,186
599,2018-08-23,70.0,0.0,0.0,6.49,727,134
600,2018-08-24,68.0,0.04,0.0,11.86,788,165
601,2018-08-25,71.0,0.06,0.0,6.71,832,192
602,2018-08-26,81.0,0.0,0.0,8.95,788,167
603,2018-08-27,85.0,0.0,0.0,16.11,823,171
604,2018-08-28,82.0,1.39,0.0,11.86,802,142
605,2018-08-29,72.0,0.42,0.0,9.4,747,135
606,2018-08-30,68.0,0.0,0.0,6.71,816,187
607,2018-08-31,70.0,0.0,0.0,7.83,829,165
608,2018-09-01,76.0,0.16,0.0,7.83,966,214
609,2018-09-02,80.0,0.02,0.0,9.4,825,210
610,2018-09-03,77.0,1.79,0.0,6.71,773,171
611,2018-09-04,79.0,0.0,0.0,7.61,817,173
612,2018-09-05,83.0,0.24,0.0,12.08,717,146
613,2018-09-06,69.0,0.53,0.0,13.42,740,160
614,2018-09-07,67.0,0.3,0.0,13.42,728,147
615,2018-09-08,67.0,0.0,0.0,17.0,789,166
616,2018-09-09,64.0,0.0,0.0,15.21,663,119
617,2018-09-10,65.0,0.0,0.0,6.71,713,126
618,2018-09-11,67.0,0.0,0.0,4.47,690,146
619,2018-09-12,71.0,0.0,0.0,5.82,713,142
620,2018-09-13,69.0,0.0,0.0,4.47,685,119
621,2018-09-14,73.0,0.0,0.0,3.8,869,156
622,2018-09-15,74.0,0.0,0.0,6.93,805,137
623,2018-09-16,76.0,0.0,0.0,6.49,816,164
624,2018-09-17,79.0,0.0,0.0,3.36,785,123
625,2018-09-18,73.0,0.0,0.0,8.28,737,134
626,2018-09-19,69.0,0.21,0.0,9.17,761,141
627,2018-09-20,75.0,0.0,0.0,7.83,828,145
628,2018-09-21,79.0,0.0,0.0,16.11,825,153
629,2018-09-22,59.0,0.0,0.0,9.4,799,160
630,2018-09-23,60.0,0.0,0.0,5.14,735,141
631,2018-09-24,65.0,0.0,0.0,6.49,796,132
632,2018-09-25,73.0,0.25,0.0,8.72,751,144
633,2018-09-26,61.0,0.0,0.0,8.72,751,151
634,2018-09-27,59.0,0.0,0.0,7.61,707,141
635,2018-09-28,58.0,0.07,0.0,6.04,790,170
636,2018-09-29,50.0,0.02,0.0,6.04,731,162
637,2018-09-30,57.0,0.06,0.0,7.61,738,157
638,2018-10-01,61.0,1.56,0.0,7.16,908,160
639,2018-10-02,62.0,0.01,0.0,5.14,717,115
640,2018-10-03,70.0,0.0,0.0,13.87,676,113
641,2018-10-04,66.0,0.04,0.0,16.11,697,103
642,2018-10-05,57.0,1.24,0.0,7.16,654,104
643,2018-10-06,64.0,0.12,0.0,8.05,726,109
644,2018-10-07,58.0,0.52,0.0,10.51,717,116
645,2018-10-08,69.0,0.15,0.0,8.72,741,150
646,2018-10-09,76.0,0.01,0.0,10.29,746,160
647,2018-10-10,73.0,0.35,0.0,13.42,722,154
648,2018-10-11,50.0,0.0,0.0,13.87,677,124
649,2018-10-12,40.0,0.0,0.0,6.93,705,140
650,2018-10-13,41.0,0.0,0.0,7.61,742,146
651,2018-10-14,46.0,0.07,0.0,5.82,702,152
652,2018-10-15,44.0,0.1,0.0,11.41,704,113
653,2018-10-16,43.0,0.0,0.0,12.3,667,115
654,2018-10-17,48.0,0.0,0.0,10.07,689,144
655,2018-10-18,45.0,0.0,0.0,5.82,722,158
656,2018-10-19,49.0,0.03,0.0,12.3,766,148
657,2018-10-20,48.0,0.0,0.0,14.09,805,152
658,2018-10-21,37.0,0.0,0.0,9.17,644,109
659,2018-10-22,48.0,0.0,0.0,7.38,713,141
660,2018-10-23,49.0,0.0,0.0,7.16,736,153
661,2018-10-24,44.0,0.0,0.0,3.58,804,156
662,2018-10-25,44.0,0.0,0.0,4.92,720,139
663,2018-10-26,48.0,0.0,0.0,8.95,828,175
664,2018-10-27,49.0,0.0,0.0,5.14,788,135
665,2018-10-28,47.0,0.12,0.0,11.86,715,139
666,2018-10-29,47.0,0.0,0.0,6.04,722,144
667,2018-10-30,51.0,0.3,0.0,7.83,763,182
668,2018-10-31,53.0,0.17,0.0,7.16,883,167
669,2018-11-01,51.0,0.0,0.0,12.97,918,160
670,2018-11-02,44.0,0.0,0.0,6.93,782,170
671,2018-11-03,42.0,0.06,0.0,7.61,781,159
672,2018-11-04,48.0,0.54,0.0,14.99,684,142
673,2018-11-05,48.0,0.37,0.0,9.62,706,155
674,2018-11-06,48.0,0.06,0.0,16.33,763,156
675,2018-11-07,38.0,0.0,0.0,14.99,685,144
676,2018-11-08,35.0,0.0,0.0,4.03,673,136
677,2018-11-09,34.0,0.13,1.0,12.08,717,151
678,2018-11-10,25.0,0.0,0.0,10.96,650,135
679,2018-11-11,33.0,0.0,0.0,8.05,648,128
680,2018-11-12,33.0,0.0,0.0,9.62,687,134
681,2018-11-13,25.0,0.0,0.0,9.17,610,102
682,2018-11-14,25.0,0.0,0.0,4.92,637,134
683,2018-11-15,31.0,0.09,1.1,5.14,691,152
684,2018-11-16,34.0,0.0,0.0,9.62,733,177
685,2018-11-17,34.0,0.13,1.5,7.38,669,146
686,2018-11-18,33.0,0.0,0.0,6.04,628,126
687,2018-11-19,28.0,0.0,0.0,8.05,637,115
688,2018-11-20,31.0,0.0,0.0,11.63,699,133
689,2018-11-21,32.0,0.0,0.0,10.51,741,162
690,2018-11-22,34.0,0.0,0.0,9.62,541,99
691,2018-11-23,40.0,0.04,0.0,11.63,749,168
692,2018-11-24,45.0,0.18,0.0,10.74,697,154
693,2018-11-25,38.0,1.2,3.3,15.21,574,92
694,2018-11-26,30.0,0.39,5.1,17.45,560,95
695,2018-11-27,24.0,0.0,0.0,8.5,636,121
696,2018-11-28,22.0,0.05,0.7,4.7,714,145
697,2018-11-29,30.0,0.0,0.0,5.82,673,140
698,2018-11-30,34.0,0.0,0.0,4.92,751,180
699,2018-12-01,38.0,1.13,0.0,12.53,807,147
700,2018-12-02,41.0,0.1,0.0,8.95,712,141
701,2018-12-03,34.0,0.01,0.3,12.97,770,127
702,2018-12-04,31.0,0.0,0.0,7.83,721,172
703,2018-12-05,28.0,0.0,0.0,10.51,711,142
704,2018-12-06,31.0,0.0,0.0,9.84,719,141
705,2018-12-07,21.0,0.0,0.0,6.26,747,149
706,2018-12-08,24.0,0.0,0.0,3.8,739,148
707,2018-12-09,24.0,0.0,0.0,4.25,689,142
708,2018-12-10,23.0,0.0,0.0,6.93,713,133
709,2018-12-11,30.0,0.0,0.0,7.61,671,133
710,2018-12-12,34.0,0.0,0.0,10.74,758,132
711,2018-12-13,33.0,0.15,0.0,4.25,712,121
712,2018-12-14,39.0,0.13,0.0,6.71,792,160
713,2018-12-15,35.0,0.0,0.0,7.61,744,151
714,2018-12-16,35.0,0.0,0.0,6.49,750,170
715,2018-12-17,37.0,0.0,0.0,7.61,712,136
716,2018-12-18,33.0,0.0,0.0,6.71,713,142
717,2018-12-19,39.0,0.0,0.0,10.96,739,144
718,2018-12-20,44.0,0.1,0.0,7.83,788,127
719,2018-12-21,35.0,0.05,0.0,13.65,800,129
720,2018-12-22,30.0,0.0,0.0,6.26,759,120
721,2018-12-23,33.0,0.0,0.0,11.18,636,125
722,2018-12-24,29.0,0.0,0.0,5.82,608,100
723,2018-12-25,34.0,0.0,0.0,3.58,449,72
724,2018-12-26,34.0,0.0,0.0,5.14,627,135
725,2018-12-27,42.0,0.66,0.0,15.66,627,117
726,2018-12-28,42.0,0.08,0.2,15.21,724,177
727,2018-12-29,29.0,0.05,0.9,7.61,696,151
728,2018-12-30,26.0,0.0,0.0,11.18,670,122
729,2018-12-31,34.0,0.86,0.0,8.72,647,117
730,2016-01-01,23.0,0.0,0.0,14.32,1128,144
731,2016-01-02,27.0,0.0,0.0,12.08,575,123
732,2016-01-03,27.0,0.0,0.0,11.63,618,124
733,2016-01-04,27.0,0.0,0.0,10.07,626,120
734,2016-01-05,26.0,0.0,0.0,10.07,626,124
