,DATE,TEMP,PRCP,SNOW,WIND,CRIMES,ARRESTS
1101,2017-01-06,4.0,0.0,0.0,10.07,599,104
1102,2017-01-07,6.0,0.0,0.0,10.74,617,145
1103,2017-01-08,9.0,0.0,0.0,9.62,589,99
1104,2017-01-09,22.0,0.02,0.2,12.97,713,147
1105,2017-01-10,38.0,0.2,0.0,23.26,706,114
1106,2017-01-11,32.0,0.33,0.0,12.08,661,137
1107,2017-01-12,26.0,0.05,0.2,11.18,644,130
1108,2017-01-13,20.0,0.0,0.0,8.95,799,152
1109,2017-01-14,29.0,0.0,0.0,4.7,684,148
1110,2017-01-15,26.0,0.0,0.0,2.24,656,124
1111,2017-01-16,33.0,0.9,0.0,5.82,652,102
1112,2017-01-17,37.0,0.48,0.0,9.62,702,123
1113,2017-01-18,35.0,0.0,0.0,9.62,706,135
1114,2017-01-19,36.0,0.46,0.0,6.71,738,164
1115,2017-01-20,39.0,0.18,0.0,5.82,783,168
1116,2017-01-21,48.0,0.0,0.0,8.5,786,160
1117,2017-01-22,43.0,0.01,0.0,5.37,742,173
1118,2017-01-23,39.0,0.0,0.0,9.4,789,147
1119,2017-01-24,37.0,0.0,0.0,7.16,735,147
1120,2017-01-25,37.0,0.09,0.0,11.41,748,151
1121,2017-01-26,33.0,0.0,0.0,13.42,674,150
1122,2017-01-27,28.0,0.0,0.0,14.76,784,176
1123,2017-01-28,27.0,0.0,0.0,11.63,729,139
1124,2017-01-29,27.0,0.0,0.1,10.51,633,141
1125,2017-01-30,22.0,0.01,0.1,10.07,756,132
1126,2017-01-31,36.0,0.03,0.0,15.66,733,147
1127,2017-02-01,35.0,0.0,0.0,12.3,840,182
1128,2017-02-02,21.0,0.0,0.0,13.42,670,112
1129,2017-02-03,19.0,0.0,0.0,10.51,668,171
1130,2017-02-04,22.0,0.0,0.0,12.53,638,139
1131,2017-02-05,33.0,0.0,0.0,8.72,695,139
1132,2017-02-06,33.0,0.0,0.0,6.93,762,144
1133,2017-02-07,44.0,0.47,0.0,10.51,692,129
1134,2017-02-08,31.0,0.0,0.0,11.18,666,135
1135,2017-02-09,19.0,0.0,0.0,11.63,668,145
1136,2017-02-10,26.0,0.0,0.0,13.65,744,169
1137,2017-02-11,41.0,0.0,0.0,6.71,704,143
1138,2017-02-12,39.0,0.0,0.0,15.88,677,137
1139,2017-02-13,35.0,0.0,0.0,10.29,718,141
1140,2017-02-14,40.0,0.0,0.0,14.09,710,130
1141,2017-02-15,33.0,0.0,0.0,11.18,673,155
1142,2017-02-16,33.0,0.0,0.0,8.95,671,138
1143,2017-02-17,43.0,0.0,0.0,8.05,828,168
1144,2017-02-18,58.0,0.0,0.0,6.93,745,163
1145,2017-02-19,51.0,0.0,0.0,3.8,674,119
1146,2017-02-20,53.0,0.0,0.0,12.3,710,158
1147,2017-02-21,60.0,0.04,0.0,6.49,678,155
1148,2017-02-22,58.0,0.0,0.0,11.86,702,159
1149,2017-02-23,52.0,0.21,0.0,12.53,652,149
1150,2017-02-24,39.0,0.15,0.0,12.53,660,143
1151,2017-02-25,29.0,0.0,0.0,13.87,598,147
1152,2017-02-26,32.0,0.0,0.0,13.87,576,145
1153,2017-02-27,41.0,0.0,0.0,7.38,633,117
1154,2017-02-28,51.0,0.65,0.0,13.65,629,145
1155,2017-03-01,47.0,0.12,0.0,14.09,733,140
1156,2017-03-02,32.0,0.0,0.0,10.96,627,148
1157,2017-03-03,27.0,0.0,0.0,10.29,673,154
1158,2017-03-04,33.0,0.01,0.1,14.54,633,152
1159,2017-03-05,41.0,0.0,0.0,14.54,661,149
1160,2017-03-06,55.0,0.0,0.0,21.03,683,132
1161,2017-03-07,55.0,0.24,0.0,19.24,681,122
1162,2017-03-08,46.0,0.0,0.0,22.15,667,170
1163,2017-03-09,39.0,0.0,0.0,6.93,676,157
1164,2017-03-10,32.0,0.0,0.0,14.54,665,150
1165,2017-03-11,24.0,0.0,0.0,8.5,656,167
1166,2017-03-12,26.0,0.05,0.4,6.93,553,119
1167,2017-03-13,29.0,0.24,3.9,10.51,541,103
1168,2017-03-14,25.0,0.19,3.4,14.09,472,96
1169,2017-03-15,24.0,0.0,0.0,11.41,605,134
1170,2017-03-16,29.0,0.0,0.0,6.49,665,152
1171,2017-03-17,38.0,0.03,0.0,10.29,708,152
1172,2017-03-18,42.0,0.0,0.0,12.97,674,134
1173,2017-03-19,41.0,0.0,0.0,8.5,604,133
1174,2017-03-20,49.0,0.13,0.0,8.28,693,143
1175,2017-03-21,44.0,0.0,0.0,12.3,648,142
1176,2017-03-22,33.0,0.0,0.0,11.86,646,129
1177,2017-03-23,37.0,0.02,0.0,12.75,664,141
1178,2017-03-24,58.0,0.0,0.0,15.66,778,159
1179,2017-03-25,43.0,0.71,0.0,11.63,695,156
1180,2017-03-26,51.0,0.3,0.0,7.61,702,147
1181,2017-03-27,50.0,0.0,0.0,7.38,722,149
1182,2017-03-28,44.0,0.0,0.0,10.51,673,136
1183,2017-03-29,41.0,0.11,0.0,11.86,670,145
1184,2017-03-30,43.0,1.84,0.0,14.54,690,142
1185,2017-03-31,39.0,0.02,0.0,14.54,777,143
1186,2017-04-01,45.0,0.0,0.0,5.82,825,153
1187,2017-04-02,50.0,0.0,0.0,6.04,690,138
1188,2017-04-03,50.0,0.19,0.0,8.5,694,138
1189,2017-04-04,49.0,0.02,0.0,8.72,712,149
1190,2017-04-05,45.0,1.04,0.0,18.12,633,111
1191,2017-04-06,43.0,0.29,0.0,17.0,668,132
1192,2017-04-07,44.0,0.0,0.0,10.96,702,147
1193,2017-04-08,50.0,0.0,0.0,13.87,695,146
1194,2017-04-09,64.0,0.0,0.0,18.79,761,172
1195,2017-04-10,69.0,0.32,0.0,13.87,682,138
1196,2017-04-11,47.0,0.0,0.0,9.4,703,177
1197,2017-04-12,48.0,0.0,0.0,7.16,725,139
1198,2017-04-13,50.0,0.19,0.0,9.17,665,131
1199,2017-04-14,54.0,0.06,0.0,9.4,772,171
1200,2017-04-15,70.0,0.09,0.0,16.11,817,150
1201,2017-04-16,68.0,0.59,0.0,11.63,686,147
1202,2017-04-17,59.0,0.0,0.0,6.93,751,150
1203,2017-04-18,55.0,0.0,0.0,11.41,735,189
1204,2017-04-19,65.0,0.01,0.0,9.62,756,159
1205,2017-04-20,56.0,0.0,0.0,14.99,713,148
1206,2017-04-21,50.0,0.0,0.0,12.53,814,204
1207,2017-04-22,50.0,0.0,0.0,8.5,701,135
1208,2017-04-23,54.0,0.0,0.0,5.82,703,134
1209,2017-04-24,55.0,0.0,0.0,7.61,736,148
1210,2017-04-25,64.0,0.0,0.0,12.08,757,156
1211,2017-04-26,69.0,0.22,0.0,11.41,758,168
1212,2017-04-27,54.0,0.14,0.0,15.88,715,162
1213,2017-04-28,48.0,0.0,0.0,7.61,832,215
1214,2017-04-29,45.0,1.95,0.0,18.79,615,111
1215,2017-04-30,44.0,1.32,0.0,13.42,656,118
1216,2017-05-01,50.0,0.09,0.0,14.76,859,133
1217,2017-05-02,46.0,0.01,0.0,14.76,689,135
1218,2017-05-03,48.0,0.0,0.0,6.04,738,145
1219,2017-05-04,49.0,0.0,0.0,11.18,741,141
1220,2017-05-05,49.0,0.0,0.0,13.42,795,165
1221,2017-05-06,51.0,0.11,0.0,12.53,713,137
1222,2017-05-07,48.0,0.0,0.0,8.5,629,126
1223,2017-05-08,46.0,0.02,0.0,6.93,705,156
1224,2017-05-09,48.0,0.13,0.0,6.71,707,147
1225,2017-05-10,55.0,0.87,0.0,7.61,663,129
1226,2017-05-11,55.0,0.0,0.0,9.17,734,152
1227,2017-05-12,59.0,0.0,0.0,6.04,847,180
1228,2017-05-13,62.0,0.0,0.0,8.72,724,164
1229,2017-05-14,62.0,0.0,0.0,7.83,712,154
1230,2017-05-15,62.0,0.02,0.0,8.95,870,162
1231,2017-05-16,74.0,0.0,0.0,14.54,746,156
1232,2017-05-17,78.0,0.37,0.0,20.13,834,167
1233,2017-05-18,74.0,0.0,0.0,19.01,775,159
1234,2017-05-19,48.0,0.23,0.0,16.11,776,148
1235,2017-05-20,51.0,0.34,0.0,10.51,664,154
1236,2017-05-21,61.0,0.05,0.0,12.75,791,181
1237,2017-05-22,58.0,0.01,0.0,12.75,795,153
1238,2017-05-23,61.0,0.33,0.0,6.71,737,164
1239,2017-05-24,57.0,0.17,0.0,14.09,761,155
1240,2017-05-25,59.0,0.0,0.0,8.72,763,140
1241,2017-05-26,60.0,0.53,0.0,7.61,767,179
1242,2017-05-27,62.0,0.0,0.0,5.37,800,211
1243,2017-05-28,68.0,0.0,0.0,6.93,705,171
1244,2017-05-29,69.0,0.0,0.0,11.63,768,196
1245,2017-05-30,64.0,0.0,0.0,11.63,814,156
1246,2017-05-31,64.0,0.0,0.0,10.51,738,153
1247,2017-06-01,66.0,0.0,0.0,4.7,877,165
1248,2017-06-02,71.0,0.0,0.0,5.37,841,163
1249,2017-06-03,73.0,0.0,0.0,6.04,823,169
1250,2017-06-04,80.0,0.0,0.0,8.5,820,169
1251,2017-06-05,70.0,0.0,0.0,14.09,735,131
1252,2017-06-06,65.0,0.0,0.0,13.87,823,163
1253,2017-06-07,67.0,0.0,0.0,8.05,786,146
1254,2017-06-08,69.0,0.06,0.0,4.25,769,143
1255,2017-06-09,74.0,0.0,0.0,8.95,816,174
1256,2017-06-10,76.0,0.0,0.0,14.09,784,161
1257,2017-06-11,82.0,0.0,0.0,14.99,813,159
1258,2017-06-12,85.0,0.0,0.0,11.63,740,147
1259,2017-06-13,80.0,0.0,0.0,6.93,807,156
1260,2017-06-14,77.0,0.59,0.0,9.84,768,142
1261,2017-06-15,76.0,0.07,0.0,7.83,822,160
1262,2017-06-16,77.0,0.22,0.0,10.29,835,177
1263,2017-06-17,78.0,0.42,0.0,8.5,825,134
1264,2017-06-18,74.0,0.0,0.0,13.65,786,146
1265,2017-06-19,70.0,0.03,0.0,10.07,745,140
1266,2017-06-20,67.0,0.0,0.0,9.62,802,151
1267,2017-06-21,68.0,0.0,0.0,7.16,785,163
1268,2017-06-22,78.0,0.0,0.0,14.54,819,134
1269,2017-06-23,77.0,0.71,0.0,12.3,777,144
1270,2017-06-24,70.0,0.02,0.0,12.3,819,170
1271,2017-06-25,64.0,0.0,0.0,12.75,797,159
1272,2017-06-26,64.0,0.0,0.0,12.3,787,142
1273,2017-06-27,65.0,0.0,0.0,6.71,771,172
1274,2017-06-28,68.0,1.3,0.0,15.21,706,127
1275,2017-06-29,74.0,0.02,0.0,11.41,776,139
1276,2017-06-30,73.0,0.0,0.0,6.49,778,153
1277,2017-07-01,75.0,0.0,0.0,10.51,928,183
1278,2017-07-02,74.0,0.0,0.0,9.62,780,159
1279,2017-07-03,73.0,0.04,0.0,8.72,863,193
1280,2017-07-04,72.0,0.0,0.0,7.38,796,173
1281,2017-07-05,76.0,0.0,0.0,5.82,858,164
1282,2017-07-06,81.0,0.0,0.0,7.16,778,153
1283,2017-07-07,81.0,0.0,0.0,8.5,758,163
1284,2017-07-08,71.0,0.0,0.0,6.71,758,146
1285,2017-07-09,73.0,0.0,0.0,8.28,822,162
1286,2017-07-10,77.0,0.73,0.0,6.71,779,158
1287,2017-07-11,76.0,0.56,0.0,5.59,769,145
1288,2017-07-12,75.0,1.77,0.0,10.51,690,119
1289,2017-07-13,78.0,0.0,0.0,10.51,817,163
1290,2017-07-14,71.0,0.0,0.0,8.72,798,171
1291,2017-07-15,70.0,0.0,0.0,5.82,887,160
1292,2017-07-16,72.0,0.0,0.0,11.63,812,176
1293,2017-07-17,67.0,0.0,0.0,6.26,842,142
1294,2017-07-18,74.0,0.0,0.0,4.03,791,138
1295,2017-07-19,80.0,0.48,0.0,7.61,768,154
1296,2017-07-20,77.0,1.77,0.0,7.83,760,132
1297,2017-07-21,80.0,1.43,0.0,6.93,757,172
1298,2017-07-22,77.0,0.66,0.0,8.5,755,117
1299,2017-07-23,79.0,0.21,0.0,5.82,842,153
1300,2017-07-24,71.0,0.0,0.0,10.96,781,134
1301,2017-07-25,71.0,0.0,0.0,8.05,849,157
1302,2017-07-26,75.0,0.03,0.0,7.16,750,142
1303,2017-07-27,78.0,0.0,0.0,11.18,790,153
1304,2017-07-28,74.0,0.0,0.0,13.87,851,141
1305,2017-07-29,72.0,0.0,0.0,9.84,800,164
1306,2017-07-30,73.0,0.0,0.0,5.14,818,152
1307,2017-07-31,76.0,0.0,0.0,2.91,791,156
1308,2017-08-01,76.0,0.92,0.0,5.37,954,135
1309,2017-08-02,77.0,0.0,0.0,6.93,773,157
1310,2017-08-03,75.0,0.88,0.0,9.17,848,154
1311,2017-08-04,63.0,0.0,0.0,13.87,924,165
1312,2017-08-05,68.0,0.0,0.0,7.38,927,154
1313,2017-08-06,71.0,0.0,0.0,4.03,865,170
1314,2017-08-07,69.0,0.0,0.0,7.83,773,170
1315,2017-08-08,70.0,0.0,0.0,5.59,767,156
1316,2017-08-09,73.0,0.0,0.0,5.14,769,147
1317,2017-08-10,74.0,0.03,0.0,8.28,789,161
1318,2017-08-11,71.0,0.0,0.0,9.4,765,163
1319,2017-08-12,68.0,0.0,0.0,7.38,812,147
1320,2017-08-13,69.0,0.0,0.0,4.03,730,139
1321,2017-08-14,72.0,0.0,0.0,4.25,812,139
1322,2017-08-15,75.0,0.0,0.0,7.61,795,117
1323,2017-08-16,75.0,0.17,0.0,8.05,795,127
1324,2017-08-17,77.0,0.02,0.0,14.32,767,126
1325,2017-08-18,74.0,0.0,0.0,10.96,858,165
1326,2017-08-19,74.0,0.0,0.0,4.92,891,172
1327,2017-08-20,75.0,0.0,0.0,5.82,774,136
1328,2017-08-21,78.0,0.03,0.0,8.5,753,137
1329,2017-08-22,76.0,0.02,0.0,13.42,780,138
1330,2017-08-23,70.0,0.0,0.0,9.17,747,153
1331,2017-08-24,67.0,0.0,0.0,8.5,799,161
1332,2017-08-25,64.0,0.0,0.0,5.37,770,163
1333,2017-08-26,67.0,0.0,0.0,7.16,780,153
1334,2017-08-27,68.0,0.01,0.0,8.5,754,140
1335,2017-08-28,70.0,0.36,0.0,5.82,688,143
1336,2017-08-29,68.0,0.07,0.0,5.37,724,149
1337,2017-08-30,70.0,0.0,0.0,5.59,786,158
1338,2017-08-31,69.0,0.0,0.0,13.42,734,172
1339,2017-09-01,64.0,0.0,0.0,11.86,915,174
1340,2017-09-02,62.0,0.25,0.0,4.7,769,173
1341,2017-09-03,68.0,0.0,0.0,7.38,757,193
1342,2017-09-04,73.0,0.0,0.0,12.75,716,177
1343,2017-09-05,63.0,0.0,0.0,12.53,704,153
1344,2017-09-06,58.0,0.0,0.0,10.29,648,128
1345,2017-09-07,60.0,0.0,0.0,8.5,727,142
1346,2017-09-08,62.0,0.0,0.0,7.38,702,136
1347,2017-09-09,63.0,0.0,0.0,8.28,735,150
1348,2017-09-10,61.0,0.0,0.0,6.26,739,141
1349,2017-09-11,62.0,0.0,0.0,4.7,691,117
1350,2017-09-12,65.0,0.0,0.0,6.93,725,140
1351,2017-09-13,66.0,0.0,0.0,6.49,706,135
1352,2017-09-14,68.0,0.0,0.0,5.14,734,126
1353,2017-09-15,73.0,0.0,0.0,9.4,808,131
1354,2017-09-16,77.0,0.0,0.0,8.5,826,164
1355,2017-09-17,77.0,0.0,0.0,7.61,811,127
1356,2017-09-18,68.0,0.0,0.0,7.61,772,127
1357,2017-09-19,70.0,0.07,0.0,6.49,708,141
1358,2017-09-20,75.0,0.0,0.0,10.74,827,165
1359,2017-09-21,83.0,0.0,0.0,5.82,805,137
1360,2017-09-22,84.0,0.0,0.0,6.93,797,151
1361,2017-09-23,83.0,0.0,0.0,6.04,829,151
1362,2017-09-24,81.0,0.0,0.0,6.26,809,136
1363,2017-09-25,79.0,0.0,0.0,6.49,820,144
1364,2017-09-26,80.0,0.0,0.0,9.62,748,138
1365,2017-09-27,70.0,0.0,0.0,11.86,725,135
1366,2017-09-28,62.0,0.0,0.0,6.71,716,131
1367,2017-09-29,64.0,0.0,0.0,10.51,808,151
1368,2017-09-30,61.0,0.0,0.0,7.61,744,137
1369,2017-10-01,59.0,0.0,0.0,10.29,849,153
1370,2017-10-02,69.0,0.0,0.0,12.53,752,135
1371,2017-10-03,73.0,0.0,0.0,14.76,738,148
1372,2017-10-04,71.0,0.03,0.0,7.61,742,136
1373,2017-10-05,65.0,0.01,0.0,5.82,747,152
1374,2017-10-06,64.0,0.3,0.0,8.72,748,144
1375,2017-10-07,69.0,0.43,0.0,17.67,711,132
1376,2017-10-08,65.0,0.0,0.0,7.16,717,139
1377,2017-10-09,66.0,0.0,0.0,5.59,746,148
1378,2017-10-10,62.0,0.78,0.0,13.87,703,107
1379,2017-10-11,59.0,0.79,0.0,12.75,617,112
1380,2017-10-12,58.0,0.0,0.0,6.71,764,149
1381,2017-10-13,61.0,0.0,0.0,8.05,768,139
1382,2017-10-14,64.0,4.19,0.0,8.72,646,120
1383,2017-10-15,60.0,0.2,0.0,15.66,639,105
1384,2017-10-16,52.0,0.0,0.0,7.38,761,115
1385,2017-10-17,57.0,0.0,0.0,11.86,718,117
1386,2017-10-18,59.0,0.0,0.0,12.75,773,139
1387,2017-10-19,61.0,0.0,0.0,6.49,772,140
1388,2017-10-20,61.0,0.0,0.0,8.95,848,154
1389,2017-10-21,67.0,0.0,0.0,14.99,813,131
1390,2017-10-22,66.0,0.37,0.0,13.2,737,152
1391,2017-10-23,52.0,0.73,0.0,9.17,738,128
1392,2017-10-24,48.0,0.87,0.0,12.53,688,128
1393,2017-10-25,44.0,0.0,0.0,6.04,714,125
1394,2017-10-26,47.0,0.0,0.0,11.63,753,149
1395,2017-10-27,45.0,0.0,0.0,15.66,818,129
1396,2017-10-28,38.0,0.0,0.0,10.51,716,138
1397,2017-10-29,40.0,0.0,0.0,8.05,696,129
1398,2017-10-30,45.0,0.0,0.0,16.33,708,128
1399,2017-10-31,38.0,0.0,0.0,11.41,756,119
1400,2017-11-01,39.0,0.23,0.0,9.84,817,135
1401,2017-11-02,47.0,0.02,0.0,5.37,722,139
1402,2017-11-03,44.0,0.0,0.0,10.51,789,138
1403,2017-11-04,46.0,0.48,0.0,7.83,754,135
1404,2017-11-05,49.0,0.02,0.0,7.83,773,156
1405,2017-11-06,41.0,0.0,0.0,9.17,717,148
1406,2017-11-07,40.0,0.0,0.0,9.4,677,126
1407,2017-11-08,37.0,0.0,0.0,4.47,757,132
1408,2017-11-09,39.0,0.0,0.0,13.65,654,146
1409,2017-11-10,24.0,0.0,0.1,8.5,679,127
1410,2017-11-11,29.0,0.0,0.0,8.95,688,137
1411,2017-11-12,38.0,0.13,0.0,4.47,666,120
1412,2017-11-13,36.0,0.0,0.0,6.04,718,119
1413,2017-11-14,39.0,0.0,0.0,10.74,697,119
1414,2017-11-15,48.0,0.17,0.0,15.66,708,121
1415,2017-11-16,36.0,0.0,0.0,9.84,763,166
1416,2017-11-17,38.0,0.14,0.0,13.65,738,147
1417,2017-11-18,43.0,0.54,0.0,15.21,696,118
1418,2017-11-19,35.0,0.0,0.0,13.2,690,139
1419,2017-11-20,38.0,0.0,0.0,17.9,761,134
1420,2017-11-21,43.0,0.02,0.0,14.99,672,132
1421,2017-11-22,29.0,0.0,0.0,7.38,654,129
1422,2017-11-23,36.0,0.0,0.0,8.28,543,76
1423,2017-11-24,44.0,0.0,0.0,13.42,683,123
1424,2017-11-25,49.0,0.0,0.0,12.3,714,137
1425,2017-11-26,38.0,0.0,0.0,7.38,663,151
1426,2017-11-27,44.0,0.0,0.0,7.16,772,125
1427,2017-11-28,55.0,0.0,0.0,15.21,783,170
1428,2017-11-29,43.0,0.0,0.0,7.16,771,127
1429,2017-11-30,46.0,0.0,0.0,10.74,749,139
1430,2017-12-01,41.0,0.0,0.0,4.92,906,173
1431,2017-12-02,42.0,0.0,0.0,4.25,757,172
1432,2017-12-03,43.0,0.0,0.0,6.26,673,104
1433,2017-12-04,55.0,0.16,0.0,21.92,809,156
1434,2017-12-05,41.0,0.0,0.0,21.92,710,138
1435,2017-12-06,31.0,0.0,0.0,13.65,712,121
1436,2017-12-07,25.0,0.0,0.0,12.3,625,103
1437,2017-12-08,25.0,0.01,0.0,12.3,735,140
1438,2017-12-09,30.0,0.03,0.6,13.87,659,126
1439,2017-12-10,26.0,0.0,0.0,10.07,664,127
1440,2017-12-11,31.0,0.08,1.4,9.84,739,130
1441,2017-12-12,24.0,0.0,0.0,13.42,684,116
1442,2017-12-13,26.0,0.0,0.0,16.11,700,135
1443,2017-12-14,24.0,0.0,0.0,8.05,718,127
1444,2017-12-15,26.0,0.0,0.0,11.41,766,127
1445,2017-12-16,38.0,0.0,0.0,7.83,772,158
1446,2017-12-17,35.0,0.0,0.0,4.7,729,134
1447,2017-12-18,42.0,0.01,0.0,11.41,726,127
1448,2017-12-19,43.0,0.0,0.0,12.08,763,123
1449,2017-12-20,34.0,0.0,0.0,8.5,702,132
1450,2017-12-21,35.0,0.0,0.0,8.95,747,132
1451,2017-12-22,38.0,0.0,0.0,6.93,784,132
1452,2017-12-23,31.0,0.0,0.0,9.4,713,118
1453,2017-12-24,21.0,0.18,1.8,8.95,501,81
1454,2017-12-25,16.0,0.01,0.1,12.97,394,53
1455,2017-12-26,2.0,0.0,0.0,9.62,524,96
1456,2017-12-27,1.0,0.0,0.0,7.83,523,101
1457,2017-12-28,6.0,0.03,0.6,7.83,601,115
1458,2017-12-29,12.0,0.08,0.8,6.26,574,108
1459,2017-12-30,9.0,0.0,0.0,13.42,621,97
1460,2017-12-31,4.0,0.0,0.0,11.18,541,114
