DATE,TEMP,PRCP,SNOW,WIND,CRIMES,ARRESTS
2018-05-01,72.0,0.0,0.0,15.43,999,164
2018-05-02,77.0,1.32,0.0,12.3,789,174
2018-05-03,64.0,0.57,0.0,7.16,742,145
2018-05-04,65.0,0.0,0.0,14.32,813,194
2018-05-05,70.0,0.0,0.0,8.5,853,173
2018-05-06,62.0,0.0,0.0,9.84,712,142
2018-05-07,59.0,0.0,0.0,5.59,803,153
2018-05-08,69.0,0.0,0.0,6.93,803,180
2018-05-09,70.0,0.25,0.0,13.42,790,167
2018-05-10,66.0,0.0,0.0,9.17,778,157
2018-05-11,52.0,0.04,0.0,14.99,729,152
2018-05-12,46.0,0.33,0.0,12.53,698,140
2018-05-13,52.0,0.91,0.0,6.26,689,125
2018-05-14,62.0,1.54,0.0,8.28,788,135
2018-05-15,64.0,0.0,0.0,10.96,743,119
2018-05-16,62.0,0.0,0.0,5.37,759,141
2018-05-17,63.0,0.0,0.0,9.17,793,149
2018-05-18,57.0,0.1,0.0,10.96,799,167
2018-05-19,60.0,0.02,0.0,5.37,759,161
2018-05-20,51.0,0.27,0.0,13.65,761,147
2018-05-21,53.0,1.96,0.0,6.26,713,142
2018-05-22,59.0,0.0,0.0,4.7,796,157
2018-05-23,64.0,0.0,0.0,4.03,780,151
2018-05-24,71.0,0.0,0.0,5.14,818,170
2018-05-25,78.0,0.0,0.0,8.95,804,152
2018-05-26,79.0,0.0,0.0,6.93,853,182
2018-05-27,83.0,0.0,0.0,4.7,882,231
2018-05-28,83.0,0.0,0.0,7.16,888,206
2018-05-29,77.0,0.0,0.0,6.71,874,151
2018-05-30,75.0,0.9,0.0,8.05,846,174
2018-05-31,77.0,0.0,0.0,9.62,841,166
2018-06-01,71.0,0.0,0.0,13.42,1002,175
2018-06-02,60.0,0.31,0.0,8.72,819,168
2018-06-03,67.0,0.0,0.0,14.32,835,173
2018-06-04,67.0,0.0,0.0,10.07,790,141
2018-06-05,67.0,0.01,0.0,13.2,751,129
2018-06-06,61.0,0.1,0.0,5.82,814,152
2018-06-07,71.0,0.0,0.0,8.72,766,147
2018-06-08,64.0,0.0,0.0,8.28,774,162
2018-06-09,66.0,1.31,0.0,5.82,816,159
2018-06-10,65.0,1.34,0.0,7.83,731,123
2018-06-11,64.0,0.1,0.0,9.62,747,136
2018-06-12,69.0,0.0,0.0,3.8,793,139
2018-06-13,75.0,0.0,0.0,8.72,750,141
2018-06-14,73.0,0.0,0.0,4.47,755,170
2018-06-15,74.0,0.0,0.0,6.71,839,172
2018-06-16,81.0,0.65,0.0,9.62,824,154
2018-06-17,86.0,0.0,0.0,10.74,828,161
2018-06-18,87.0,0.36,0.0,12.75,844,153
2018-06-19,71.0,0.02,0.0,8.5,795,147
2018-06-20,69.0,0.0,0.0,8.05,888,173
2018-06-21,66.0,1.41,0.0,12.75,667,105
2018-06-22,62.0,1.23,0.0,13.87,723,156
2018-06-23,68.0,0.0,0.0,5.37,839,159
2018-06-24,73.0,0.0,0.0,8.72,868,157
2018-06-25,69.0,0.0,0.0,11.41,854,151
2018-06-26,73.0,0.76,0.0,8.95,794,130
2018-06-27,73.0,0.03,0.0,6.71,825,154
2018-06-28,76.0,0.0,0.0,4.7,822,151
2018-06-29,82.0,0.0,0.0,10.07,780,156
2018-06-30,87.0,0.0,0.0,11.18,867,194
2018-07-01,85.0,0.24,0.0,12.3,965,198
2018-07-02,77.0,0.0,0.0,5.82,860,163
2018-07-03,78.0,0.0,0.0,6.26,824,178
2018-07-04,83.0,0.01,0.0,7.61,829,173
2018-07-05,81.0,0.02,0.0,6.49,840,200
2018-07-06,74.0,0.0,0.0,13.87,890,185
2018-07-07,71.0,0.0,0.0,6.93,831,165
2018-07-08,75.0,0.0,0.0,4.25,823,190
2018-07-09,79.0,0.0,0.0,7.83,801,146
2018-07-10,82.0,0.0,0.0,10.74,809,142
2018-07-11,77.0,0.0,0.0,6.49,737,130
2018-07-12,79.0,0.0,0.0,7.38,798,139
2018-07-13,82.0,0.0,0.0,8.72,819,141
2018-07-14,78.0,0.26,0.0,4.7,788,158
2018-07-15,80.0,0.0,0.0,3.8,812,155
2018-07-16,82.0,0.08,0.0,6.04,783,148
2018-07-17,77.0,0.0,0.0,9.84,743,127
2018-07-18,72.0,0.0,0.0,7.38,839,137
2018-07-19,76.0,0.03,0.0,10.29,778,127
2018-07-20,76.0,0.15,0.0,11.63,821,133
2018-07-21,71.0,0.12,0.0,12.97,800,177
2018-07-22,71.0,0.13,0.0,14.76,795,146
2018-07-23,72.0,0.0,0.0,9.17,846,151
2018-07-24,75.0,0.0,0.0,4.92,798,143
2018-07-25,79.0,0.0,0.0,7.83,807,174
2018-07-26,77.0,0.03,0.0,10.29,800,157
2018-07-27,70.0,0.0,0.0,8.05,799,169
2018-07-28,71.0,0.0,0.0,5.59,806,170
2018-07-29,72.0,0.07,0.0,2.91,775,152
2018-07-30,72.0,0.0,0.0,6.04,782,118
2018-07-31,73.0,0.0,0.0,7.61,830,150
2018-08-01,73.0,0.0,0.0,7.61,926,167
2018-08-02,77.0,0.0,0.0,8.95,850,148
2018-08-03,77.0,0.0,0.0,4.03,891,152
2018-08-04,82.0,0.0,0.0,9.62,902,155
2018-08-05,85.0,0.0,0.0,12.53,860,150
2018-08-06,78.0,0.34,0.0,6.71,802,144
2018-08-07,75.0,2.36,0.0,4.92,782,155
2018-08-08,74.0,0.0,0.0,5.82,790,171
2018-08-09,78.0,0.43,0.0,9.62,768,134
2018-08-10,76.0,0.0,0.0,9.17,854,180
2018-08-11,77.0,0.0,0.0,4.7,856,168
2018-08-12,79.0,0.0,0.0,6.04,839,174
2018-08-13,77.0,0.0,0.0,2.91,822,153
2018-08-14,79.0,0.0,0.0,5.14,829,157
2018-08-15,80.0,0.01,0.0,5.82,795,155
2018-08-16,77.0,0.5,0.0,4.47,837,146
2018-08-17,75.0,0.11,0.0,5.59,808,153
2018-08-18,75.0,0.0,0.0,8.5,908,208
2018-08-19,76.0,0.0,0.0,6.49,791,162
2018-08-20,75.0,0.82,0.0,10.07,745,138
2018-08-21,72.0,0.13,0.0,10.51,720,139
2018-08-22,69.0,0.0,0.0,8.72,849,186
2018-08-23,70.0,0.0,0.0,6.49,727,134
2018-08-24,68.0,0.04,0.0,11.86,788,165
2018-08-25,71.0,0.06,0.0,6.71,832,192
2018-08-26,81.0,0.0,0.0,8.95,788,167
2018-08-27,85.0,0.0,0.0,16.11,823,171
2018-08-28,82.0,1.39,0.0,11.86,802,142
2018-08-29,72.0,0.42,0.0,9.4,747,135
2018-08-30,68.0,0.0,0.0,6.71,816,187
2018-08-31,70.0,0.0,0.0,7.83,829,165
2018-09-01,76.0,0.16,0.0,7.83,966,214
2018-09-02,80.0,0.02,0.0,9.4,825,210
2018-09-03,77.0,1.79,0.0,6.71,773,171
2018-09-04,79.0,0.0,0.0,7.61,817,173
2018-09-05,83.0,0.24,0.0,12.08,717,146
2018-09-06,69.0,0.53,0.0,13.42,740,160
2018-09-07,67.0,0.3,0.0,13.42,728,147
2018-09-08,67.0,0.0,0.0,17.0,789,166
2018-09-09,64.0,0.0,0.0,15.21,663,119
2018-09-10,65.0,0.0,0.0,6.71,713,126
2018-09-11,67.0,0.0,0.0,4.47,690,146
2018-09-12,71.0,0.0,0.0,5.82,713,142
2018-09-13,69.0,0.0,0.0,4.47,685,119
2018-09-14,73.0,0.0,0.0,3.8,869,156
2018-09-15,74.0,0.0,0.0,6.93,805,137
2018-09-16,76.0,0.0,0.0,6.49,816,164
2018-09-17,79.0,0.0,0.0,3.36,785,123
2018-09-18,73.0,0.0,0.0,8.28,737,134
2018-09-19,69.0,0.21,0.0,9.17,761,141
2018-09-20,75.0,0.0,0.0,7.83,828,145
2018-09-21,79.0,0.0,0.0,16.11,825,153
2018-09-22,59.0,0.0,0.0,9.4,799,160
2018-09-23,60.0,0.0,0.0,5.14,735,141
2018-09-24,65.0,0.0,0.0,6.49,796,132
2018-09-25,73.0,0.25,0.0,8.72,751,144
2018-09-26,61.0,0.0,0.0,8.72,751,151
2018-09-27,59.0,0.0,0.0,7.61,707,141
2018-09-28,58.0,0.07,0.0,6.04,790,170
2018-09-29,50.0,0.02,0.0,6.04,731,162
2018-09-30,57.0,0.06,0.0,7.61,738,157
2018-10-01,61.0,1.56,0.0,7.16,908,160
2018-10-02,62.0,0.01,0.0,5.14,717,115
2018-10-03,70.0,0.0,0.0,13.87,676,113
2018-10-04,66.0,0.04,0.0,16.11,697,103
2018-10-05,57.0,1.24,0.0,7.16,654,104
2018-10-06,64.0,0.12,0.0,8.05,726,109
2018-10-07,58.0,0.52,0.0,10.51,717,116
2018-10-08,69.0,0.15,0.0,8.72,741,150
2018-10-09,76.0,0.01,0.0,10.29,746,160
2018-10-10,73.0,0.35,0.0,13.42,722,154
2018-10-11,50.0,0.0,0.0,13.87,677,124
2018-10-12,40.0,0.0,0.0,6.93,705,140
2018-10-13,41.0,0.0,0.0,7.61,742,146
2018-10-14,46.0,0.07,0.0,5.82,702,152
2018-10-15,44.0,0.1,0.0,11.41,704,113
2018-10-16,43.0,0.0,0.0,12.3,667,115
2018-10-17,48.0,0.0,0.0,10.07,689,144
2018-10-18,45.0,0.0,0.0,5.82,722,158
2018-10-19,49.0,0.03,0.0,12.3,766,148
2018-10-20,48.0,0.0,0.0,14.09,805,152
2018-10-21,37.0,0.0,0.0,9.17,644,109
2018-10-22,48.0,0.0,0.0,7.38,713,141
2018-10-23,49.0,0.0,0.0,7.16,736,153
2018-10-24,44.0,0.0,0.0,3.58,804,156
2018-10-25,44.0,0.0,0.0,4.92,720,139
2018-10-26,48.0,0.0,0.0,8.95,828,175
2018-10-27,49.0,0.0,0.0,5.14,788,135
2018-10-28,47.0,0.12,0.0,11.86,715,139
2018-10-29,47.0,0.0,0.0,6.04,722,144
2018-10-30,51.0,0.3,0.0,7.83,763,182
2018-10-31,53.0,0.17,0.0,7.16,883,167
2018-11-01,51.0,0.0,0.0,12.97,918,160
2018-11-02,44.0,0.0,0.0,6.93,782,170
2018-11-03,42.0,0.06,0.0,7.61,781,159
2018-11-04,48.0,0.54,0.0,14.99,684,142
2018-11-05,48.0,0.37,0.0,9.62,706,155
2018-11-06,48.0,0.06,0.0,16.33,763,156
2018-11-07,38.0,0.0,0.0,14.99,685,144
2018-11-08,35.0,0.0,0.0,4.03,673,136
2018-11-09,34.0,0.13,1.0,12.08,717,151
2018-11-10,25.0,0.0,0.0,10.96,650,135
2018-11-11,33.0,0.0,0.0,8.05,648,128
2018-11-12,33.0,0.0,0.0,9.62,687,134
2018-11-13,25.0,0.0,0.0,9.17,610,102
2018-11-14,25.0,0.0,0.0,4.92,637,134
2018-11-15,31.0,0.09,1.1,5.14,691,152
2018-11-16,34.0,0.0,0.0,9.62,733,177
2018-11-17,34.0,0.13,1.5,7.38,669,146
2018-11-18,33.0,0.0,0.0,6.04,628,126
2018-11-19,28.0,0.0,0.0,8.05,637,115
2018-11-20,31.0,0.0,0.0,11.63,699,133
2018-11-21,32.0,0.0,0.0,10.51,741,162
2018-11-22,34.0,0.0,0.0,9.62,541,99
2018-11-23,40.0,0.04,0.0,11.63,749,168
2018-11-24,45.0,0.18,0.0,10.74,697,154
2018-11-25,38.0,1.2,3.3,15.21,574,92
2018-11-26,30.0,0.39,5.1,17.45,560,95
2018-11-27,24.0,0.0,0.0,8.5,636,121
2018-11-28,22.0,0.05,0.7,4.7,714,145
2018-11-29,30.0,0.0,0.0,5.82,673,140
2018-11-30,34.0,0.0,0.0,4.92,751,180
2018-12-01,38.0,1.13,0.0,12.53,807,147
2018-12-02,41.0,0.1,0.0,8.95,712,141
2018-12-03,34.0,0.01,0.3,12.97,770,127
2018-12-04,31.0,0.0,0.0,7.83,721,172
2018-12-05,28.0,0.0,0.0,10.51,711,142
2018-12-06,31.0,0.0,0.0,9.84,719,141
2018-12-07,21.0,0.0,0.0,6.26,747,149
2018-12-08,24.0,0.0,0.0,3.8,739,148
2018-12-09,24.0,0.0,0.0,4.25,689,142
2018-12-10,23.0,0.0,0.0,6.93,713,133
2018-12-11,30.0,0.0,0.0,7.61,671,133
2018-12-12,34.0,0.0,0.0,10.74,758,132
2018-12-13,33.0,0.15,0.0,4.25,712,121
2018-12-14,39.0,0.13,0.0,6.71,792,160
2018-12-15,35.0,0.0,0.0,7.61,744,151
2018-12-16,35.0,0.0,0.0,6.49,750,170
2018-12-17,37.0,0.0,0.0,7.61,712,136
2018-12-18,33.0,0.0,0.0,6.71,713,142
2018-12-19,39.0,0.0,0.0,10.96,739,144
2018-12-20,44.0,0.1,0.0,7.83,788,127
2018-12-21,35.0,0.05,0.0,13.65,800,129
2018-12-22,30.0,0.0,0.0,6.26,759,120
2018-12-23,33.0,0.0,0.0,11.18,636,125
2018-12-24,29.0,0.0,0.0,5.82,608,100
2018-12-25,34.0,0.0,0.0,3.58,449,72
2018-12-26,34.0,0.0,0.0,5.14,627,135
2018-12-27,42.0,0.66,0.0,15.66,627,117
2018-12-28,42.0,0.08,0.2,15.21,724,177
2018-12-29,29.0,0.05,0.9,7.61,696,151
2018-12-30,26.0,0.0,0.0,11.18,670,122
2018-12-31,34.0,0.86,0.0,8.72,647,117
2016-01-01,23.0,0.0,0.0,14.32,1128,144
2016-01-02,27.0,0.0,0.0,12.08,575,123
2016-01-03,27.0,0.0,0.0,11.63,618,124
2016-01-04,27.0,0.0,0.0,10.07,626,120
2016-01-05,26.0,0.0,0.0,10.07,626,124
2016-01-06,28.0,0.0,0.0,8.72,626,110
2016-01-07,36.0,0.01,0.0,7.38,706,148
2016-01-08,38.0,0.19,0.0,6.49,742,162
2016-01-09,37.0,0.27,1.7,9.84,649,138
2016-01-10,19.0,0.0,0.0,17.67,596,121
2016-01-11,5.0,0.11,3.1,9.62,512,95
2016-01-12,14.0,0.01,0.1,16.33,548,110
2016-01-13,7.0,0.0,0.1,9.4,653,121
2016-01-14,31.0,0.0,0.0,10.51,734,157
2016-01-15,40.0,0.01,0.0,13.42,732,154
2016-01-16,28.0,0.0,0.0,13.87,651,150
2016-01-17,8.0,0.0,0.0,16.11,537,108
2016-01-18,1.0,0.0,0.0,14.09,515,104
2016-01-19,6.0,0.0,0.0,5.82,610,128
2016-01-20,17.0,0.05,0.9,3.58,619,134
2016-01-21,19.0,0.0,0.0,3.13,632,125
2016-01-22,24.0,0.02,0.4,10.51,699,164
2016-01-23,28.0,0.0,0.0,6.26,721,154
2016-01-24,27.0,0.0,0.0,8.5,674,152
2016-01-25,31.0,0.13,0.0,10.29,743,156
2016-01-26,33.0,0.02,0.0,16.55,640,149
2016-01-27,28.0,0.0,0.0,13.2,669,132
2016-01-28,34.0,0.0,0.0,15.21,751,214
2016-01-29,28.0,0.0,0.0,10.51,746,159
2016-01-30,38.0,0.0,0.0,8.5,742,155
2016-01-31,42.0,0.02,0.0,8.5,665,118
2016-02-01,36.0,0.0,0.0,4.92,850,171
2016-02-02,35.0,0.79,0.0,11.41,613,131
2016-02-03,36.0,0.02,0.0,13.42,681,134
2016-02-04,27.0,0.0,0.0,9.4,670,164
2016-02-05,29.0,0.0,0.0,6.71,660,163
2016-02-06,31.0,0.0,0.0,8.5,695,165
2016-02-07,38.0,0.0,0.0,12.97,616,135
2016-02-08,31.0,0.02,0.4,11.18,570,124
2016-02-09,19.0,0.02,0.6,14.54,545,118
2016-02-10,14.0,0.0,0.0,11.41,565,133
2016-02-11,13.0,0.0,0.0,7.16,582,124
2016-02-12,19.0,0.0,0.0,17.0,646,158
2016-02-13,9.0,0.0,0.0,8.95,596,138
2016-02-14,14.0,0.1,2.3,11.86,514,108
2016-02-15,21.0,0.01,0.1,6.71,551,123
2016-02-16,27.0,0.04,0.4,4.7,625,128
2016-02-17,28.0,0.0,0.0,6.49,640,151
2016-02-18,30.0,0.0,0.0,15.21,680,165
2016-02-19,47.0,0.0,0.0,26.62,774,182
2016-02-20,49.0,0.0,0.0,12.08,702,166
2016-02-21,40.0,0.0,0.0,9.17,706,172
2016-02-22,35.0,0.0,0.0,3.8,639,159
2016-02-23,36.0,0.0,0.0,6.71,630,141
2016-02-24,35.0,0.15,1.7,22.82,578,115
2016-02-25,33.0,0.0,0.0,16.55,697,198
2016-02-26,31.0,0.0,0.0,9.4,739,162
2016-02-27,37.0,0.0,0.0,14.99,691,141
2016-02-28,52.0,0.08,0.0,19.91,622,130
2016-02-29,41.0,0.0,0.0,14.99,645,129
2016-03-01,28.0,0.1,1.0,17.0,816,150
2016-03-02,21.0,0.0,0.0,6.71,606,171
2016-03-03,30.0,0.07,0.8,8.72,616,142
2016-03-04,30.0,0.07,0.8,7.16,701,189
2016-03-05,33.0,0.0,0.0,7.83,699,157
2016-03-06,39.0,0.0,0.0,14.32,714,167
2016-03-07,51.0,0.03,0.0,13.42,794,177
2016-03-08,62.0,0.0,0.0,16.78,721,153
2016-03-09,61.0,0.18,0.0,10.07,677,175
2016-03-10,49.0,0.0,0.0,7.16,715,168
2016-03-11,43.0,0.0,0.0,5.37,733,164
2016-03-12,43.0,0.0,0.0,4.7,743,168
2016-03-13,47.0,0.66,0.0,9.17,628,131
2016-03-14,47.0,0.01,0.0,4.92,683,149
2016-03-15,49.0,0.14,0.0,12.53,713,157
2016-03-16,53.0,0.04,0.0,23.26,744,179
2016-03-17,47.0,0.0,0.0,15.43,738,140
2016-03-18,41.0,0.0,0.0,9.17,789,185
2016-03-19,38.0,0.0,0.0,8.72,699,170
2016-03-20,37.0,0.0,0.0,8.05,685,158
2016-03-21,38.0,0.0,0.0,7.16,698,142
2016-03-22,48.0,0.0,0.0,11.63,722,160
2016-03-23,42.0,0.11,0.0,14.54,686,139
2016-03-24,37.0,1.09,0.0,14.99,677,125
2016-03-25,35.0,0.0,0.0,6.71,716,163
2016-03-26,40.0,0.0,0.0,7.83,735,170
2016-03-27,47.0,0.32,0.0,9.62,631,119
2016-03-28,45.0,0.0,0.0,10.29,741,158
2016-03-29,44.0,0.0,0.0,6.71,739,170
2016-03-30,49.0,0.13,0.0,16.11,716,148
2016-03-31,60.0,0.39,0.0,17.22,754,168
2016-04-01,45.0,0.08,0.0,9.17,819,137
2016-04-02,35.0,0.02,0.3,17.9,652,157
2016-04-03,40.0,0.0,0.0,17.0,706,171
2016-04-04,41.0,0.0,0.0,13.42,660,132
2016-04-05,33.0,0.02,0.0,10.51,675,182
2016-04-06,44.0,0.31,0.0,10.51,660,169
2016-04-07,40.0,0.06,0.1,14.32,740,209
2016-04-08,37.0,0.1,0.7,14.09,625,159
2016-04-09,30.0,0.0,0.0,12.3,689,162
2016-04-10,37.0,0.1,0.0,14.99,703,159
2016-04-11,48.0,0.0,0.0,12.3,676,133
2016-04-12,40.0,0.0,0.0,8.05,700,177
2016-04-13,43.0,0.0,0.0,7.16,715,172
2016-04-14,48.0,0.0,0.0,8.05,690,162
2016-04-15,53.0,0.0,0.0,7.83,811,222
2016-04-16,58.0,0.0,0.0,6.71,734,168
2016-04-17,62.0,0.0,0.0,5.37,708,161
2016-04-18,66.0,0.0,0.0,4.92,737,167
2016-04-19,54.0,0.0,0.0,11.41,703,166
2016-04-20,58.0,0.48,0.0,9.62,688,171
2016-04-21,62.0,0.01,0.0,7.16,714,179
2016-04-22,51.0,0.0,0.0,11.86,728,186
2016-04-23,48.0,0.0,0.0,7.38,692,145
2016-04-24,56.0,0.0,0.0,8.95,755,186
2016-04-25,69.0,0.08,0.0,12.53,758,144
2016-04-26,53.0,0.0,0.0,13.65,692,157
2016-04-27,44.0,0.47,0.0,14.09,660,158
2016-04-28,45.0,0.45,0.0,10.51,731,169
2016-04-29,44.0,0.01,0.0,8.95,716,161
2016-04-30,45.0,0.61,0.0,13.42,604,127
2016-05-01,45.0,0.51,0.0,12.08,815,117
2016-05-02,49.0,0.0,0.0,10.51,756,168
2016-05-03,53.0,0.0,0.0,9.4,735,169
2016-05-04,52.0,0.4,0.0,13.87,682,156
2016-05-05,49.0,0.0,0.0,9.17,696,161
2016-05-06,59.0,0.0,0.0,7.83,794,143
2016-05-07,65.0,0.02,0.0,12.75,740,134
2016-05-08,55.0,0.0,0.0,5.82,728,156
2016-05-09,56.0,0.59,0.0,12.97,730,154
2016-05-10,54.0,0.79,0.0,8.95,712,147
2016-05-11,58.0,0.19,0.0,6.71,757,170
2016-05-12,61.0,0.48,0.0,10.74,690,169
2016-05-13,58.0,0.68,0.0,10.29,808,165
2016-05-14,46.0,0.0,0.0,13.87,722,176
2016-05-15,45.0,0.0,0.0,9.84,738,160
2016-05-16,56.0,0.0,0.0,13.87,782,180
2016-05-17,54.0,0.0,0.0,9.62,690,172
2016-05-18,52.0,0.0,0.0,6.93,799,172
2016-05-19,55.0,0.0,0.0,5.14,763,215
2016-05-20,58.0,0.0,0.0,6.93,804,183
2016-05-21,62.0,0.0,0.0,8.28,792,172
2016-05-22,66.0,0.0,0.0,8.28,750,186
2016-05-23,66.0,0.0,0.0,6.71,782,178
2016-05-24,72.0,0.0,0.0,10.96,803,187
2016-05-25,76.0,0.95,0.0,9.62,718,145
2016-05-26,71.0,0.0,0.0,8.28,765,157
2016-05-27,74.0,0.13,0.0,11.63,800,177
2016-05-28,73.0,0.13,0.0,14.54,791,165
2016-05-29,72.0,0.0,0.0,10.96,798,184
2016-05-30,74.0,0.0,0.0,6.71,819,190
2016-05-31,73.0,0.56,0.0,8.28,756,171
2016-06-01,68.0,0.42,0.0,6.49,927,178
2016-06-02,70.0,0.0,0.0,6.93,800,169
2016-06-03,70.0,0.0,0.0,3.8,822,177
2016-06-04,69.0,0.41,0.0,6.93,827,174
2016-06-05,68.0,0.05,0.0,12.3,777,148
2016-06-06,71.0,0.0,0.0,12.53,792,161
2016-06-07,63.0,0.0,0.0,10.07,754,168
2016-06-08,61.0,0.0,0.0,7.16,744,176
2016-06-09,61.0,0.21,0.0,6.71,724,150
2016-06-10,74.0,0.1,0.0,9.62,765,143
2016-06-11,82.0,0.0,0.0,8.28,814,176
2016-06-12,71.0,0.0,0.0,13.2,850,197
2016-06-13,68.0,0.02,0.0,4.92,794,152
2016-06-14,74.0,0.0,0.0,9.4,835,179
2016-06-15,78.0,0.3,0.0,9.62,789,187
2016-06-16,74.0,0.0,0.0,11.86,819,161
2016-06-17,71.0,0.0,0.0,8.5,828,156
2016-06-18,74.0,0.0,0.0,5.37,762,143
2016-06-19,78.0,0.0,0.0,7.38,811,154
2016-06-20,83.0,0.0,0.0,14.09,856,165
2016-06-21,76.0,0.0,0.0,8.72,824,152
2016-06-22,72.0,1.31,0.0,7.83,749,161
2016-06-23,70.0,0.0,0.0,7.83,801,194
2016-06-24,71.0,0.0,0.0,7.38,808,178
2016-06-25,77.0,0.0,0.0,9.62,812,147
2016-06-26,81.0,0.03,0.0,9.17,774,143
2016-06-27,80.0,0.0,0.0,10.51,769,151
2016-06-28,68.0,0.0,0.0,10.96,767,168
2016-06-29,67.0,0.0,0.0,5.82,804,166
2016-06-30,69.0,0.0,0.0,7.16,847,181
2016-07-01,69.0,0.0,0.0,9.62,957,189
2016-07-02,65.0,0.0,0.0,4.03,756,183
2016-07-03,68.0,0.0,0.0,8.5,782,165
2016-07-04,71.0,0.0,0.0,6.49,846,168
2016-07-05,76.0,0.0,0.0,7.61,895,164
2016-07-06,77.0,0.87,0.0,8.95,741,165
2016-07-07,77.0,1.05,0.0,5.82,789,151
2016-07-08,76.0,0.0,0.0,11.41,790,151
2016-07-09,73.0,0.0,0.0,9.4,729,146
2016-07-10,72.0,0.0,0.0,4.92,760,124
2016-07-11,78.0,0.0,0.0,11.63,701,145
2016-07-12,81.0,0.0,0.0,11.86,780,151
2016-07-13,78.0,0.06,0.0,10.29,726,140
2016-07-14,76.0,0.0,0.0,14.09,768,130
2016-07-15,71.0,0.14,0.0,8.28,845,151
2016-07-16,67.0,0.0,0.0,5.82,780,136
2016-07-17,71.0,0.25,0.0,10.96,788,136
2016-07-18,79.0,0.0,0.0,5.37,799,138
2016-07-19,79.0,0.0,0.0,4.92,791,132
2016-07-20,79.0,0.0,0.0,6.26,822,139
2016-07-21,81.0,1.03,0.0,9.17,784,142
2016-07-22,79.0,0.01,0.0,6.93,790,169
2016-07-23,85.0,1.11,0.0,6.71,813,131
2016-07-24,78.0,0.94,0.0,11.63,790,140
2016-07-25,79.0,0.0,0.0,6.71,827,153
2016-07-26,79.0,0.0,0.0,4.03,877,161
2016-07-27,79.0,0.0,0.0,4.25,795,137
2016-07-28,77.0,0.66,0.0,5.82,774,162
2016-07-29,73.0,0.11,0.0,8.5,802,142
2016-07-30,72.0,0.0,0.0,8.95,927,154
2016-07-31,73.0,0.0,0.0,6.49,813,124
2016-08-01,75.0,0.0,0.0,6.04,873,133
2016-08-02,77.0,0.0,0.0,5.37,791,141
2016-08-03,80.0,0.0,0.0,3.58,772,137
2016-08-04,81.0,0.02,0.0,6.26,792,131
2016-08-05,78.0,0.0,0.0,7.83,862,144
2016-08-06,76.0,0.0,0.0,6.71,827,131
2016-08-07,75.0,0.0,0.0,6.04,838,144
2016-08-08,77.0,0.0,0.0,9.62,802,127
2016-08-09,78.0,0.0,0.0,5.14,724,137
2016-08-10,80.0,0.0,0.0,4.92,721,125
2016-08-11,82.0,0.0,0.0,8.95,852,171
2016-08-12,80.0,0.96,0.0,6.26,744,115
2016-08-13,77.0,0.0,0.0,9.17,826,134
2016-08-14,77.0,0.0,0.0,4.25,842,123
2016-08-15,74.0,0.0,0.0,8.5,842,124
2016-08-16,76.0,0.02,0.0,6.93,815,133
2016-08-17,77.0,0.05,0.0,6.04,862,163
2016-08-18,77.0,0.75,0.0,6.93,765,141
2016-08-19,75.0,0.07,0.0,8.72,793,128
2016-08-20,75.0,0.47,0.0,11.41,843,113
2016-08-21,66.0,0.0,0.0,9.84,786,122
2016-08-22,67.0,0.0,0.0,4.92,728,122
2016-08-23,71.0,0.0,0.0,11.86,752,134
2016-08-24,75.0,0.23,0.0,10.74,823,146
2016-08-25,76.0,0.09,0.0,6.26,770,136
2016-08-26,72.0,0.14,0.0,6.93,803,150
2016-08-27,74.0,0.84,0.0,6.93,819,136
2016-08-28,77.0,0.0,0.0,6.49,805,122
2016-08-29,76.0,0.43,0.0,4.92,881,163
2016-08-30,76.0,0.19,0.0,4.25,755,128
