DATE,TEMP,PRCP,SNOW,WIND,CRIMES,ARRESTS
2016-08-31,73.0,0.0,0.0,11.18,778,139
2016-09-01,67.0,0.0,0.0,11.86,1028,168
2016-09-02,68.0,0.0,0.0,8.28,798,147
2016-09-03,68.0,0.0,0.0,5.82,829,167
2016-09-04,69.0,0.0,0.0,7.61,778,138
2016-09-05,73.0,0.0,0.0,9.17,821,162
2016-09-06,82.0,0.0,0.0,10.07,761,158
2016-09-07,83.0,0.39,0.0,9.84,721,148
2016-09-08,76.0,0.05,0.0,8.05,792,135
2016-09-09,74.0,0.0,0.0,5.14,818,129
2016-09-10,69.0,0.01,0.0,10.96,766,110
2016-09-11,65.0,0.0,0.0,5.82,757,130
2016-09-12,67.0,0.0,0.0,8.72,792,128
2016-09-13,72.0,0.0,0.0,8.72,786,149
2016-09-14,69.0,0.09,0.0,8.05,819,169
2016-09-15,68.0,0.0,0.0,8.05,823,142
2016-09-16,72.0,0.01,0.0,12.08,804,119
2016-09-17,74.0,0.04,0.0,8.72,834,164
2016-09-18,69.0,0.0,0.0,3.8,780,144
2016-09-19,71.0,0.0,0.0,8.28,712,116
2016-09-20,75.0,0.0,0.0,8.05,791,137
2016-09-21,70.0,0.55,0.0,6.71,731,127
2016-09-22,71.0,0.0,0.0,4.7,830,152
2016-09-23,72.0,0.0,0.0,10.07,841,180
2016-09-24,69.0,0.0,0.0,8.5,833,125
2016-09-25,72.0,0.01,0.0,10.51,809,142
2016-09-26,66.0,0.0,0.0,14.54,764,115
2016-09-27,60.0,0.0,0.0,14.09,734,135
2016-09-28,56.0,0.31,0.0,12.3,634,111
2016-09-29,61.0,0.2,0.0,15.88,702,139
2016-09-30,62.0,0.1,0.0,11.41,772,118
2016-10-01,61.0,0.94,0.0,6.71,855,128
2016-10-02,60.0,0.03,0.0,6.04,706,125
2016-10-03,62.0,0.0,0.0,4.7,771,115
2016-10-04,65.0,0.0,0.0,8.72,743,149
2016-10-05,69.0,0.0,0.0,9.62,802,144
2016-10-06,66.0,0.25,0.0,6.04,752,122
2016-10-07,65.0,0.0,0.0,10.74,863,139
2016-10-08,52.0,0.0,0.0,6.26,714,114
2016-10-09,56.0,0.0,0.0,7.61,682,98
2016-10-10,56.0,0.0,0.0,6.26,722,117
2016-10-11,63.0,0.0,0.0,10.07,697,120
2016-10-12,62.0,0.14,0.0,13.87,745,145
2016-10-13,48.0,0.0,0.0,4.25,693,138
2016-10-14,50.0,0.0,0.0,7.61,821,146
2016-10-15,58.0,0.0,0.0,13.65,822,121
2016-10-16,69.0,0.29,0.0,8.5,788,134
2016-10-17,72.0,0.0,0.0,18.57,817,152
2016-10-18,74.0,0.0,0.0,10.51,774,152
2016-10-19,60.0,0.02,0.0,3.8,710,129
2016-10-20,55.0,0.0,0.0,13.65,717,115
2016-10-21,48.0,0.0,0.0,12.08,760,133
2016-10-22,47.0,0.0,0.0,6.71,772,127
2016-10-23,55.0,0.0,0.0,10.74,785,138
2016-10-24,54.0,0.0,0.0,7.16,770,151
2016-10-25,46.0,0.0,0.0,6.71,734,131
2016-10-26,48.0,1.6,0.0,12.75,698,118
2016-10-27,48.0,0.0,0.0,6.93,729,104
2016-10-28,49.0,0.0,0.0,12.08,802,146
2016-10-29,66.0,0.0,0.0,10.74,831,152
2016-10-30,54.0,0.5,0.0,9.62,786,149
2016-10-31,48.0,0.0,0.0,9.62,867,130
2016-11-01,65.0,0.0,0.0,8.95,904,131
2016-11-02,62.0,0.18,0.0,6.93,749,107
2016-11-03,56.0,0.0,0.0,5.14,783,111
2016-11-04,53.0,0.0,0.0,4.25,783,117
2016-11-05,55.0,0.0,0.0,6.93,821,118
2016-11-06,56.0,0.0,0.0,3.13,753,122
2016-11-07,54.0,0.0,0.0,5.82,736,118
2016-11-08,56.0,0.03,0.0,9.84,644,121
2016-11-09,49.0,0.0,0.0,7.61,679,108
2016-11-10,49.0,0.0,0.0,13.42,721,115
2016-11-11,50.0,0.0,0.0,12.75,797,163
2016-11-12,42.0,0.0,0.0,6.71,780,127
2016-11-13,45.0,0.0,0.0,10.07,659,128
2016-11-14,48.0,0.0,0.0,6.04,670,125
2016-11-15,46.0,0.0,0.0,4.03,711,125
2016-11-16,48.0,0.0,0.0,4.7,769,130
2016-11-17,55.0,0.0,0.0,14.54,809,180
2016-11-18,62.0,0.2,0.0,18.12,794,171
2016-11-19,38.0,0.01,0.0,18.12,676,129
2016-11-20,29.0,0.0,0.0,9.17,663,122
2016-11-21,30.0,0.0,0.0,4.47,683,121
2016-11-22,33.0,0.02,0.0,8.72,722,130
2016-11-23,40.0,0.21,0.0,9.62,698,120
2016-11-24,40.0,0.0,0.0,9.17,534,70
2016-11-25,37.0,0.0,0.0,8.05,689,121
2016-11-26,38.0,0.0,0.0,7.16,717,151
2016-11-27,38.0,0.05,0.0,10.29,693,139
2016-11-28,44.0,0.99,0.0,17.22,693,119
2016-11-29,50.0,0.0,0.0,13.2,698,122
2016-11-30,41.0,0.0,0.0,10.74,697,124
2016-12-01,38.0,0.0,0.0,13.42,816,105
2016-12-02,37.0,0.0,0.0,9.4,834,156
2016-12-03,33.0,0.0,0.0,5.59,757,132
2016-12-04,31.0,0.5,6.4,3.8,595,105
2016-12-05,32.0,0.0,0.0,9.4,675,99
2016-12-06,33.0,0.0,0.0,9.84,688,142
2016-12-07,26.0,0.0,0.0,16.11,660,120
2016-12-08,21.0,0.01,0.0,16.55,606,109
2016-12-09,23.0,0.0,0.0,9.84,666,126
2016-12-10,20.0,0.12,2.7,8.72,612,125
2016-12-11,26.0,0.44,5.1,9.62,512,91
2016-12-12,25.0,0.0,0.0,11.18,628,123
2016-12-13,15.0,0.0,0.1,9.62,573,95
2016-12-14,10.0,0.0,0.0,16.11,610,99
2016-12-15,4.0,0.0,0.0,10.96,578,103
2016-12-16,12.0,0.13,1.2,9.4,695,108
2016-12-17,20.0,0.12,1.7,10.29,613,117
2016-12-18,11.0,0.03,0.5,12.75,526,103
2016-12-19,-1.0,0.0,0.0,12.08,660,113
2016-12-20,20.0,0.0,0.0,16.11,693,131
2016-12-21,26.0,0.0,0.0,8.5,728,140
2016-12-22,34.0,0.0,0.0,9.17,702,127
2016-12-23,31.0,0.1,0.0,7.83,728,117
2016-12-24,35.0,0.0,0.0,4.7,604,89
2016-12-25,33.0,0.09,0.0,14.09,487,58
2016-12-26,45.0,0.23,0.0,19.01,646,132
2016-12-27,28.0,0.0,0.0,10.96,663,108
2016-12-28,30.0,0.0,0.0,12.08,723,129
2016-12-29,34.0,0.0,0.0,17.67,648,133
2016-12-30,29.0,0.0,0.0,13.42,742,119
2016-12-31,35.0,0.0,0.0,13.2,703,109
2017-01-01,27.0,0.0,0.0,4.92,1177,159
2017-01-02,34.0,0.11,0.0,6.26,613,110
2017-01-03,38.0,0.0,0.0,10.07,717,132
2017-01-04,18.0,0.0,0.0,17.0,612,107
2017-01-05,9.0,0.0,0.0,12.75,610,114
2017-01-06,4.0,0.0,0.0,10.07,599,104
2017-01-07,6.0,0.0,0.0,10.74,617,145
2017-01-08,9.0,0.0,0.0,9.62,589,99
2017-01-09,22.0,0.02,0.2,12.97,713,147
2017-01-10,38.0,0.2,0.0,23.26,706,114
2017-01-11,32.0,0.33,0.0,12.08,661,137
2017-01-12,26.0,0.05,0.2,11.18,644,130
2017-01-13,20.0,0.0,0.0,8.95,799,152
2017-01-14,29.0,0.0,0.0,4.7,684,148
2017-01-15,26.0,0.0,0.0,2.24,656,124
2017-01-16,33.0,0.9,0.0,5.82,652,102
2017-01-17,37.0,0.48,0.0,9.62,702,123
2017-01-18,35.0,0.0,0.0,9.62,706,135
2017-01-19,36.0,0.46,0.0,6.71,738,164
2017-01-20,39.0,0.18,0.0,5.82,783,168
2017-01-21,48.0,0.0,0.0,8.5,786,160
2017-01-22,43.0,0.01,0.0,5.37,742,173
2017-01-23,39.0,0.0,0.0,9.4,789,147
2017-01-24,37.0,0.0,0.0,7.16,735,147
2017-01-25,37.0,0.09,0.0,11.41,748,151
2017-01-26,33.0,0.0,0.0,13.42,674,150
2017-01-27,28.0,0.0,0.0,14.76,784,176
2017-01-28,27.0,0.0,0.0,11.63,729,139
2017-01-29,27.0,0.0,0.1,10.51,633,141
2017-01-30,22.0,0.01,0.1,10.07,756,132
2017-01-31,36.0,0.03,0.0,15.66,733,147
2017-02-01,35.0,0.0,0.0,12.3,840,182
2017-02-02,21.0,0.0,0.0,13.42,670,112
2017-02-03,19.0,0.0,0.0,10.51,668,171
2017-02-04,22.0,0.0,0.0,12.53,638,139
2017-02-05,33.0,0.0,0.0,8.72,695,139
2017-02-06,33.0,0.0,0.0,6.93,762,144
2017-02-07,44.0,0.47,0.0,10.51,692,129
2017-02-08,31.0,0.0,0.0,11.18,666,135
2017-02-09,19.0,0.0,0.0,11.63,668,145
2017-02-10,26.0,0.0,0.0,13.65,744,169
2017-02-11,41.0,0.0,0.0,6.71,704,143
2017-02-12,39.0,0.0,0.0,15.88,677,137
2017-02-13,35.0,0.0,0.0,10.29,718,141
2017-02-14,40.0,0.0,0.0,14.09,710,130
2017-02-15,33.0,0.0,0.0,11.18,673,155
2017-02-16,33.0,0.0,0.0,8.95,671,138
2017-02-17,43.0,0.0,0.0,8.05,828,168
2017-02-18,58.0,0.0,0.0,6.93,745,163
2017-02-19,51.0,0.0,0.0,3.8,674,119
2017-02-20,53.0,0.0,0.0,12.3,710,158
2017-02-21,60.0,0.04,0.0,6.49,678,155
2017-02-22,58.0,0.0,0.0,11.86,702,159
2017-02-23,52.0,0.21,0.0,12.53,652,149
2017-02-24,39.0,0.15,0.0,12.53,660,143
2017-02-25,29.0,0.0,0.0,13.87,598,147
2017-02-26,32.0,0.0,0.0,13.87,576,145
2017-02-27,41.0,0.0,0.0,7.38,633,117
2017-02-28,51.0,0.65,0.0,13.65,629,145
2017-03-01,47.0,0.12,0.0,14.09,733,140
2017-03-02,32.0,0.0,0.0,10.96,627,148
2017-03-03,27.0,0.0,0.0,10.29,673,154
2017-03-04,33.0,0.01,0.1,14.54,633,152
2017-03-05,41.0,0.0,0.0,14.54,661,149
2017-03-06,55.0,0.0,0.0,21.03,683,132
2017-03-07,55.0,0.24,0.0,19.24,681,122
2017-03-08,46.0,0.0,0.0,22.15,667,170
2017-03-09,39.0,0.0,0.0,6.93,676,157
2017-03-10,32.0,0.0,0.0,14.54,665,150
2017-03-11,24.0,0.0,0.0,8.5,656,167
2017-03-12,26.0,0.05,0.4,6.93,553,119
2017-03-13,29.0,0.24,3.9,10.51,541,103
2017-03-14,25.0,0.19,3.4,14.09,472,96
2017-03-15,24.0,0.0,0.0,11.41,605,134
2017-03-16,29.0,0.0,0.0,6.49,665,152
2017-03-17,38.0,0.03,0.0,10.29,708,152
2017-03-18,42.0,0.0,0.0,12.97,674,134
2017-03-19,41.0,0.0,0.0,8.5,604,133
2017-03-20,49.0,0.13,0.0,8.28,693,143
2017-03-21,44.0,0.0,0.0,12.3,648,142
2017-03-22,33.0,0.0,0.0,11.86,646,129
2017-03-23,37.0,0.02,0.0,12.75,664,141
2017-03-24,58.0,0.0,0.0,15.66,778,159
2017-03-25,43.0,0.71,0.0,11.63,695,156
2017-03-26,51.0,0.3,0.0,7.61,702,147
2017-03-27,50.0,0.0,0.0,7.38,722,149
2017-03-28,44.0,0.0,0.0,10.51,673,136
2017-03-29,41.0,0.11,0.0,11.86,670,145
2017-03-30,43.0,1.84,0.0,14.54,690,142
2017-03-31,39.0,0.02,0.0,14.54,777,143
2017-04-01,45.0,0.0,0.0,5.82,825,153
2017-04-02,50.0,0.0,0.0,6.04,690,138
2017-04-03,50.0,0.19,0.0,8.5,694,138
2017-04-04,49.0,0.02,0.0,8.72,712,149
2017-04-05,45.0,1.04,0.0,18.12,633,111
2017-04-06,43.0,0.29,0.0,17.0,668,132
2017-04-07,44.0,0.0,0.0,10.96,702,147
2017-04-08,50.0,0.0,0.0,13.87,695,146
2017-04-09,64.0,0.0,0.0,18.79,761,172
2017-04-10,69.0,0.32,0.0,13.87,682,138
2017-04-11,47.0,0.0,0.0,9.4,703,177
2017-04-12,48.0,0.0,0.0,7.16,725,139
2017-04-13,50.0,0.19,0.0,9.17,665,131
2017-04-14,54.0,0.06,0.0,9.4,772,171
2017-04-15,70.0,0.09,0.0,16.11,817,150
2017-04-16,68.0,0.59,0.0,11.63,686,147
2017-04-17,59.0,0.0,0.0,6.93,751,150
2017-04-18,55.0,0.0,0.0,11.41,735,189
2017-04-19,65.0,0.01,0.0,9.62,756,159
2017-04-20,56.0,0.0,0.0,14.99,713,148
2017-04-21,50.0,0.0,0.0,12.53,814,204
2017-04-22,50.0,0.0,0.0,8.5,701,135
2017-04-23,54.0,0.0,0.0,5.82,703,134
2017-04-24,55.0,0.0,0.0,7.61,736,148
2017-04-25,64.0,0.0,0.0,12.08,757,156
2017-04-26,69.0,0.22,0.0,11.41,758,168
2017-04-27,54.0,0.14,0.0,15.88,715,162
2017-04-28,48.0,0.0,0.0,7.61,832,215
2017-04-29,45.0,1.95,0.0,18.79,615,111
2017-04-30,44.0,1.32,0.0,13.42,656,118
2017-05-01,50.0,0.09,0.0,14.76,859,133
2017-05-02,46.0,0.01,0.0,14.76,689,135
2017-05-03,48.0,0.0,0.0,6.04,738,145
2017-05-04,49.0,0.0,0.0,11.18,741,141
2017-05-05,49.0,0.0,0.0,13.42,795,165
2017-05-06,51.0,0.11,0.0,12.53,713,137
2017-05-07,48.0,0.0,0.0,8.5,629,126
2017-05-08,46.0,0.02,0.0,6.93,705,156
2017-05-09,48.0,0.13,0.0,6.71,707,147
2017-05-10,55.0,0.87,0.0,7.61,663,129
2017-05-11,55.0,0.0,0.0,9.17,734,152
2017-05-12,59.0,0.0,0.0,6.04,847,180
2017-05-13,62.0,0.0,0.0,8.72,724,164
2017-05-14,62.0,0.0,0.0,7.83,712,154
2017-05-15,62.0,0.02,0.0,8.95,870,162
2017-05-16,74.0,0.0,0.0,14.54,746,156
2017-05-17,78.0,0.37,0.0,20.13,834,167
2017-05-18,74.0,0.0,0.0,19.01,775,159
2017-05-19,48.0,0.23,0.0,16.11,776,148
2017-05-20,51.0,0.34,0.0,10.51,664,154
2017-05-21,61.0,0.05,0.0,12.75,791,181
2017-05-22,58.0,0.01,0.0,12.75,795,153
2017-05-23,61.0,0.33,0.0,6.71,737,164
2017-05-24,57.0,0.17,0.0,14.09,761,155
2017-05-25,59.0,0.0,0.0,8.72,763,140
2017-05-26,60.0,0.53,0.0,7.61,767,179
2017-05-27,62.0,0.0,0.0,5.37,800,211
2017-05-28,68.0,0.0,0.0,6.93,705,171
2017-05-29,69.0,0.0,0.0,11.63,768,196
2017-05-30,64.0,0.0,0.0,11.63,814,156
2017-05-31,64.0,0.0,0.0,10.51,738,153
2017-06-01,66.0,0.0,0.0,4.7,877,165
2017-06-02,71.0,0.0,0.0,5.37,841,163
2017-06-03,73.0,0.0,0.0,6.04,823,169
2017-06-04,80.0,0.0,0.0,8.5,820,169
2017-06-05,70.0,0.0,0.0,14.09,735,131
2017-06-06,65.0,0.0,0.0,13.87,823,163
2017-06-07,67.0,0.0,0.0,8.05,786,146
2017-06-08,69.0,0.06,0.0,4.25,769,143
2017-06-09,74.0,0.0,0.0,8.95,816,174
2017-06-10,76.0,0.0,0.0,14.09,784,161
2017-06-11,82.0,0.0,0.0,14.99,813,159
2017-06-12,85.0,0.0,0.0,11.63,740,147
2017-06-13,80.0,0.0,0.0,6.93,807,156
2017-06-14,77.0,0.59,0.0,9.84,768,142
2017-06-15,76.0,0.07,0.0,7.83,822,160
2017-06-16,77.0,0.22,0.0,10.29,835,177
2017-06-17,78.0,0.42,0.0,8.5,825,134
2017-06-18,74.0,0.0,0.0,13.65,786,146
2017-06-19,70.0,0.03,0.0,10.07,745,140
2017-06-20,67.0,0.0,0.0,9.62,802,151
2017-06-21,68.0,0.0,0.0,7.16,785,163
2017-06-22,78.0,0.0,0.0,14.54,819,134
2017-06-23,77.0,0.71,0.0,12.3,777,144
2017-06-24,70.0,0.02,0.0,12.3,819,170
2017-06-25,64.0,0.0,0.0,12.75,797,159
2017-06-26,64.0,0.0,0.0,12.3,787,142
2017-06-27,65.0,0.0,0.0,6.71,771,172
2017-06-28,68.0,1.3,0.0,15.21,706,127
2017-06-29,74.0,0.02,0.0,11.41,776,139
2017-06-30,73.0,0.0,0.0,6.49,778,153
2017-07-01,75.0,0.0,0.0,10.51,928,183
2017-07-02,74.0,0.0,0.0,9.62,780,159
2017-07-03,73.0,0.04,0.0,8.72,863,193
2017-07-04,72.0,0.0,0.0,7.38,796,173
2017-07-05,76.0,0.0,0.0,5.82,858,164
2017-07-06,81.0,0.0,0.0,7.16,778,153
2017-07-07,81.0,0.0,0.0,8.5,758,163
2017-07-08,71.0,0.0,0.0,6.71,758,146
2017-07-09,73.0,0.0,0.0,8.28,822,162
2017-07-10,77.0,0.73,0.0,6.71,779,158
2017-07-11,76.0,0.56,0.0,5.59,769,145
2017-07-12,75.0,1.77,0.0,10.51,690,119
2017-07-13,78.0,0.0,0.0,10.51,817,163
2017-07-14,71.0,0.0,0.0,8.72,798,171
2017-07-15,70.0,0.0,0.0,5.82,887,160
2017-07-16,72.0,0.0,0.0,11.63,812,176
2017-07-17,67.0,0.0,0.0,6.26,842,142
2017-07-18,74.0,0.0,0.0,4.03,791,138
2017-07-19,80.0,0.48,0.0,7.61,768,154
2017-07-20,77.0,1.77,0.0,7.83,760,132
2017-07-21,80.0,1.43,0.0,6.93,757,172
2017-07-22,77.0,0.66,0.0,8.5,755,117
2017-07-23,79.0,0.21,0.0,5.82,842,153
2017-07-24,71.0,0.0,0.0,10.96,781,134
2017-07-25,71.0,0.0,0.0,8.05,849,157
2017-07-26,75.0,0.03,0.0,7.16,750,142
2017-07-27,78.0,0.0,0.0,11.18,790,153
2017-07-28,74.0,0.0,0.0,13.87,851,141
2017-07-29,72.0,0.0,0.0,9.84,800,164
2017-07-30,73.0,0.0,0.0,5.14,818,152
2017-07-31,76.0,0.0,0.0,2.91,791,156
2017-08-01,76.0,0.92,0.0,5.37,954,135
2017-08-02,77.0,0.0,0.0,6.93,773,157
2017-08-03,75.0,0.88,0.0,9.17,848,154
2017-08-04,63.0,0.0,0.0,13.87,924,165
2017-08-05,68.0,0.0,0.0,7.38,927,154
2017-08-06,71.0,0.0,0.0,4.03,865,170
2017-08-07,69.0,0.0,0.0,7.83,773,170
2017-08-08,70.0,0.0,0.0,5.59,767,156
2017-08-09,73.0,0.0,0.0,5.14,769,147
2017-08-10,74.0,0.03,0.0,8.28,789,161
2017-08-11,71.0,0.0,0.0,9.4,765,163
2017-08-12,68.0,0.0,0.0,7.38,812,147
2017-08-13,69.0,0.0,0.0,4.03,730,139
2017-08-14,72.0,0.0,0.0,4.25,812,139
2017-08-15,75.0,0.0,0.0,7.61,795,117
2017-08-16,75.0,0.17,0.0,8.05,795,127
2017-08-17,77.0,0.02,0.0,14.32,767,126
2017-08-18,74.0,0.0,0.0,10.96,858,165
2017-08-19,74.0,0.0,0.0,4.92,891,172
2017-08-20,75.0,0.0,0.0,5.82,774,136
2017-08-21,78.0,0.03,0.0,8.5,753,137
2017-08-22,76.0,0.02,0.0,13.42,780,138
2017-08-23,70.0,0.0,0.0,9.17,747,153
2017-08-24,67.0,0.0,0.0,8.5,799,161
2017-08-25,64.0,0.0,0.0,5.37,770,163
2017-08-26,67.0,0.0,0.0,7.16,780,153
2017-08-27,68.0,0.01,0.0,8.5,754,140
2017-08-28,70.0,0.36,0.0,5.82,688,143
2017-08-29,68.0,0.07,0.0,5.37,724,149
2017-08-30,70.0,0.0,0.0,5.59,786,158
2017-08-31,69.0,0.0,0.0,13.42,734,172
2017-09-01,64.0,0.0,0.0,11.86,915,174
2017-09-02,62.0,0.25,0.0,4.7,769,173
2017-09-03,68.0,0.0,0.0,7.38,757,193
2017-09-04,73.0,0.0,0.0,12.75,716,177
2017-09-05,63.0,0.0,0.0,12.53,704,153
2017-09-06,58.0,0.0,0.0,10.29,648,128
2017-09-07,60.0,0.0,0.0,8.5,727,142
2017-09-08,62.0,0.0,0.0,7.38,702,136
2017-09-09,63.0,0.0,0.0,8.28,735,150
2017-09-10,61.0,0.0,0.0,6.26,739,141
2017-09-11,62.0,0.0,0.0,4.7,691,117
2017-09-12,65.0,0.0,0.0,6.93,725,140
2017-09-13,66.0,0.0,0.0,6.49,706,135
2017-09-14,68.0,0.0,0.0,5.14,734,126
2017-09-15,73.0,0.0,0.0,9.4,808,131
2017-09-16,77.0,0.0,0.0,8.5,826,164
2017-09-17,77.0,0.0,0.0,7.61,811,127
2017-09-18,68.0,0.0,0.0,7.61,772,127
2017-09-19,70.0,0.07,0.0,6.49,708,141
2017-09-20,75.0,0.0,0.0,10.74,827,165
2017-09-21,83.0,0.0,0.0,5.82,805,137
2017-09-22,84.0,0.0,0.0,6.93,797,151
2017-09-23,83.0,0.0,0.0,6.04,829,151
2017-09-24,81.0,0.0,0.0,6.26,809,136
2017-09-25,79.0,0.0,0.0,6.49,820,144
2017-09-26,80.0,0.0,0.0,9.62,748,138
2017-09-27,70.0,0.0,0.0,11.86,725,135
2017-09-28,62.0,0.0,0.0,6.71,716,131
2017-09-29,64.0,0.0,0.0,10.51,808,151
2017-09-30,61.0,0.0,0.0,7.61,744,137
2017-10-01,59.0,0.0,0.0,10.29,849,153
2017-10-02,69.0,0.0,0.0,12.53,752,135
2017-10-03,73.0,0.0,0.0,14.76,738,148
2017-10-04,71.0,0.03,0.0,7.61,742,136
2017-10-05,65.0,0.01,0.0,5.82,747,152
2017-10-06,64.0,0.3,0.0,8.72,748,144
2017-10-07,69.0,0.43,0.0,17.67,711,132
2017-10-08,65.0,0.0,0.0,7.16,717,139
2017-10-09,66.0,0.0,0.0,5.59,746,148
2017-10-10,62.0,0.78,0.0,13.87,703,107
2017-10-11,59.0,0.79,0.0,12.75,617,112
2017-10-12,58.0,0.0,0.0,6.71,764,149
2017-10-13,61.0,0.0,0.0,8.05,768,139
2017-10-14,64.0,4.19,0.0,8.72,646,120
2017-10-15,60.0,0.2,0.0,15.66,639,105
2017-10-16,52.0,0.0,0.0,7.38,761,115
2017-10-17,57.0,0.0,0.0,11.86,718,117
2017-10-18,59.0,0.0,0.0,12.75,773,139
2017-10-19,61.0,0.0,0.0,6.49,772,140
2017-10-20,61.0,0.0,0.0,8.95,848,154
2017-10-21,67.0,0.0,0.0,14.99,813,131
2017-10-22,66.0,0.37,0.0,13.2,737,152
2017-10-23,52.0,0.73,0.0,9.17,738,128
2017-10-24,48.0,0.87,0.0,12.53,688,128
2017-10-25,44.0,0.0,0.0,6.04,714,125
2017-10-26,47.0,0.0,0.0,11.63,753,149
2017-10-27,45.0,0.0,0.0,15.66,818,129
2017-10-28,38.0,0.0,0.0,10.51,716,138
2017-10-29,40.0,0.0,0.0,8.05,696,129
2017-10-30,45.0,0.0,0.0,16.33,708,128
2017-10-31,38.0,0.0,0.0,11.41,756,119
2017-11-01,39.0,0.23,0.0,9.84,817,135
2017-11-02,47.0,0.02,0.0,5.37,722,139
2017-11-03,44.0,0.0,0.0,10.51,789,138
2017-11-04,46.0,0.48,0.0,7.83,754,135
2017-11-05,49.0,0.02,0.0,7.83,773,156
2017-11-06,41.0,0.0,0.0,9.17,717,148
2017-11-07,40.0,0.0,0.0,9.4,677,126
2017-11-08,37.0,0.0,0.0,4.47,757,132
2017-11-09,39.0,0.0,0.0,13.65,654,146
2017-11-10,24.0,0.0,0.1,8.5,679,127
2017-11-11,29.0,0.0,0.0,8.95,688,137
2017-11-12,38.0,0.13,0.0,4.47,666,120
2017-11-13,36.0,0.0,0.0,6.04,718,119
2017-11-14,39.0,0.0,0.0,10.74,697,119
2017-11-15,48.0,0.17,0.0,15.66,708,121
2017-11-16,36.0,0.0,0.0,9.84,763,166
2017-11-17,38.0,0.14,0.0,13.65,738,147
2017-11-18,43.0,0.54,0.0,15.21,696,118
2017-11-19,35.0,0.0,0.0,13.2,690,139
2017-11-20,38.0,0.0,0.0,17.9,761,134
2017-11-21,43.0,0.02,0.0,14.99,672,132
2017-11-22,29.0,0.0,0.0,7.38,654,129
2017-11-23,36.0,0.0,0.0,8.28,543,76
2017-11-24,44.0,0.0,0.0,13.42,683,123
2017-11-25,49.0,0.0,0.0,12.3,714,137
2017-11-26,38.0,0.0,0.0,7.38,663,151
2017-11-27,44.0,0.0,0.0,7.16,772,125
2017-11-28,55.0,0.0,0.0,15.21,783,170
2017-11-29,43.0,0.0,0.0,7.16,771,127
2017-11-30,46.0,0.0,0.0,10.74,749,139
2017-12-01,41.0,0.0,0.0,4.92,906,173
2017-12-02,42.0,0.0,0.0,4.25,757,172
2017-12-03,43.0,0.0,0.0,6.26,673,104
2017-12-04,55.0,0.16,0.0,21.92,809,156
2017-12-05,41.0,0.0,0.0,21.92,710,138
2017-12-06,31.0,0.0,0.0,13.65,712,121
2017-12-07,25.0,0.0,0.0,12.3,625,103
2017-12-08,25.0,0.01,0.0,12.3,735,140
2017-12-09,30.0,0.03,0.6,13.87,659,126
2017-12-10,26.0,0.0,0.0,10.07,664,127
2017-12-11,31.0,0.08,1.4,9.84,739,130
2017-12-12,24.0,0.0,0.0,13.42,684,116
2017-12-13,26.0,0.0,0.0,16.11,700,135
2017-12-14,24.0,0.0,0.0,8.05,718,127
2017-12-15,26.0,0.0,0.0,11.41,766,127
2017-12-16,38.0,0.0,0.0,7.83,772,158
2017-12-17,35.0,0.0,0.0,4.7,729,134
2017-12-18,42.0,0.01,0.0,11.41,726,127
2017-12-19,43.0,0.0,0.0,12.08,763,123
2017-12-20,34.0,0.0,0.0,8.5,702,132
2017-12-21,35.0,0.0,0.0,8.95,747,132
2017-12-22,38.0,0.0,0.0,6.93,784,132
2017-12-23,31.0,0.0,0.0,9.4,713,118
2017-12-24,21.0,0.18,1.8,8.95,501,81
2017-12-25,16.0,0.01,0.1,12.97,394,53
2017-12-26,2.0,0.0,0.0,9.62,524,96
2017-12-27,1.0,0.0,0.0,7.83,523,101
2017-12-28,6.0,0.03,0.6,7.83,601,115
2017-12-29,12.0,0.08,0.8,6.26,574,108
2017-12-30,9.0,0.0,0.0,13.42,621,97
2017-12-31,4.0,0.0,0.0,11.18,541,114
